cn,sv,vi
"菩薩前身仙聖佛
師尊萬古孝生慈","Bồ Tát tiền thân tiên thánh phật;
Sư tôn vạn cổ hiếu sinh từ.","Tiền thân Bồ Tát thành tiên, thánh, phật;
Muôn thuở tôn sư đức hiếu, nhân, từ."
"川毓河鍾正直神明而一
魚沉鶴落妖嬌婉艷無雙","Xuyên dục hà chung, chính trực thân mình nhi nhất;
Ngư trầm hạc lạc, yêu kiều uyển diễm vô song.","Sông nuôi nước luyện, chính trực thần minh bậc nhất;
Cá lặn hạc sa, yêu kiều diểm lệ không hai."
"終古此江山日月當門隆楝幹
高勳垂宇宙孝忠單節植根基","Chung cố thử giang sơn nhật nguyệt đương môn long đống cán;
Cao huân thuỳ vũ trụ hiếu trung đơn tiết thực căn cơ.","Sông núi mãi còn dây, nhật nguyệt sáng soi tài lương đống;
Công cao trùm vũ trụ, hiếu trung tiết tháo dựng căn cơ."
"昔人已去此地空餘風雨不關成一古
承相大名宗臣遺像江山有幸共千秋","Tích nhân di khứ thử địa không dư phong vũ bất quan thành nhất cổ,
Thừa tướng đại danh tông thần di tượng giang sơn hữu hạnh cộng thiên thư","Người xưa đã mất, đất này luống còn lưu, mưa gió chẳng phai thành chuyện cũ;
Thừa tướng đại danh, di tượng bậc tông thần, giang sơn may mắn mãi ngàn thu."
"南北四方尊正氣
陳黎歷代贈忠勳","Nam Bắc tứ phương tôn chính khí;
Trần Lê lịch dại tặng trung huân.","Nam Bắc bốn phương tôn chính khí;
Trần Lê lịch đại tặng công huân."
"臨水登山一路漸入佳景
尋源訪古此中無限風光","Lâm thủỷ đăng sơn nhất lộ tiệm nhập giai cảnh;
Tầm nguyên phỏng cổ thử trung vô hạn phong quang.","Men nước lần non, một đường dần vào cảnh đẹp;
Tìm nguồn hỏi cố, trong đây vô hạn phong quang."
"立人標表開人徑
度世津梁覺世開","Lập nhân tiêu biểu khai nhân kính;
Độ thế tân lương giác thế quan.","Lập nhân hãy mở đường nhân kính;
Độ thế điều cần biết thế quan."
"道若路然得其門而入
聖即天也不可階而升","Đạo nhược lộ nhiên đắc kỳ môn nhi nhập;
Thánh tức thiên dã bất khả giai nhi thăng.","Đạo như đường ấy được cửa thì nhập;
Thánh tức trời vậy không thể leo mãi lên."
"萬劫有山皆劍氣
六頭無水不秋聲","Vạn Kiếp hữu sơn giai hiếm khí:
Lục Đầu vô thuỷ bất thu thanh.","Vạn Kiếp núi non đều khí kiếm;
Lục Đầu sông nước lắng hơi thu."
"安南壯氣山河在
平北餘靈草木知","An Nam tráng khí sơn hà tại;
Bình Bắc dư linh thảo mộc tri.","Tráng khí An Nam sông núi đó;
Dư linh bình Bắc cỏ cây hay."
"禅門廣大眞常樂
光景慈悲法界觀","Thiền môn quảng đại chân thường lạc;
Quang cảnh từ bì pháp giới quan.","Cửa thiền rộng mở vô cùng lạc;
Quang cảnh từ bi khắp thế quan."
"家君子賢人出入
門英雄貴客往來","Gia quân tử hiền nhân xuất nhập;
Môn anh hùng quý khách vãng lai.","Nhà quân tử người hiền lui tới;
Cửa anh hùng khách quý văng lai."
"洪鍾驚大夢
舊館喜新成","Hồng chung kinh đại mộng;
Cựu quán hỷ tân thành.","Chuông lớn tan giấc mộng;
Quán xưa mừng tân thành."
"春風不怒千花笑
秋水無心四海平","Xuân phong bất nộ thiên hoa tiếu;
Thu thủỷ vô tâm tứ hải bình.","Xuân phong chẳng giận, nghìn hoa mỉm;
Thu thủy vô tâm, bốn bể bằng."
"祇園始自陳皇帝
寶座依然佛聖人","Kỳ viên thuỷ tự Trần Hoàng đế
Bảo toạ y nhiên Phật Thánh nhân","Vườn chùa có tự đời Trần đế
Điện phật như xưa thuở Thánh nhân"
"自西來東南北此心同此理
從漢始宋齊梁其道即其心","Tự Tây lai, Đông, Nam, Bắc, thử tâm đồng thử lý;
Tòng Hán thủy, Tổng, Tề, Lương, kỳ đạo tức kỳ tâm.","Đến từ Tây, Đông, Nam, Bắc, tâm ấy cùng lẽ ấy;
Đầu kể Hán, Tống, Tề, Lương, đạo này tức tâm này."
"生爲國柱顯為神
福在萬民功在世","Sinh vi quốc trụ, hiển vi thần;
Phúc tại vạn dân, công tại thế.","Sống làm quốc trụ thác làm thần;
Phúc tại muôn dân công tại thế."
"國祖降生開貉域
邦君經統肇雄基","Quốc tổ giáng sinh khai Lạc vực;
Bang quân kinh thống triệu Hùng cơ.","Quốc tổ giáng sinh khai nước Lạc;
Nhà vua gây dựng mở nền Hùng."
"二帝之間光史冊
萬春以後色山河","Nhị để chi gian quang sử sách;
Vạn xuân dĩ hậu sắc sơn hà.","Nhị đế trước ngày ngời sử sách;
Vạn xuân sau đó đẹp sơn hà."
"生爲將死為神正氣留行天地並
功在陳名在史英聲赫濯古今聞","Sinh vi tướng tử vi thần chính khí lưu hành thiên địa tịnh;
Công tại Trần danh tại sử anh thanh hách trạc cổ kim văn.","Sinh làm tướng, tử làm thần, chính khí lưu hành ngang trời đất;
Công tại Trần, danh tại sử, tiếng tăm lừng lẫy suốt xưa nay."
"功參廣大慈悲佛
德一聰明正直神","Công tham quảng đại từ bi Phật;
Đức nhất thông minh chính trực Thần.","Công ngang trời đất từ bi Phật;
Đức tối thông minh chính trực Thần."
"雄王創籍田耕藝
聖賢頒業寶明農","Hùng vương sáng tịch điền canh nghệ;
Thánh hiền ban nghiệp bảo minh nông.","Vua Hùng mở nghề dạy cày cấy;
Thánh hiền ban nghiệp trọng nghề nông."
"義祖高懸天地白
忠肝廣對鬼神知","Nghĩa tổ cao huyền thiên địa bạch;
Trung can quảng đối quỷ thần tri.","Nghĩa tổ cao siêu trời đất rõ;
Gan trung lẫm liệt quỷ thần hay."
"廣流正氣匡扶廟貌煮萬彰聖德
論誌英聲自古山河壯麗赫神威","Quảng lưu chính khí khuông phù miếu mạo huân cao chương thánh đức;
Luận chí anh thanh tự cổ sơn hà tráng lệ hách thần uy.","Rộng dòng chính khí giữ gìn miếu mạo khói hương tỏ thánh đức;
Ghi chép tiếng vang tự cổ non sông tráng lệ chói thần uy."
"流芳千戴地壘以立天柱以尊
歷相三朝君名有榮臣號有顯","Lưu phương thiên tải, địa luy di lập, thiên trụ dĩ tôn;
Lịch tướng tam triều quân danh hữu vinh, thần hiệu hữu hiển.","Lũy đặt đã dựng, trụ trời đã tôn, lưu thơm ngàn thuở;
Danh vua được vinh, hiệu tôi được tỏ, trải đã ba triều."
"有開必先功德從來遠矣
克昌厥後子孫弗替引之","Hữu khai tất tiên, công đức tòng lai viễn hĩ;
Khắc xương quyết hậu, tử tôn phất thế dẫn chi.","Mở mang đi trước, công đức đến nay còn mãi;
Thịnh vượng đến sau, cháu con tiếp nối chẳng rời."
"萬古開長夜
千戴印寒江","Vạn cổ khai trường dạ;
Thiên tải ẩn hàn giang.","Muôn thuở mở đêm dài;
Ngàn năm in sông lạnh."
"一德現天誠自化
百年顯聖品非凡","Nhất đức hiện thiên thành tự hóá;
Bách niên hiển thánh phẩm phi phàm.","Một đức hiện trời, thành tự hóa;
Trăm năm hiển thánh, phẩm phi phàm."
"南天拾捌世車書初頭第壹聖
西嶽億萬年香火上等最靈神","Nam thiên thập bát thế xa thư, sơ đầu đệ nhất Thánh;
Tây Nhạc ức vạn niền hương hỏa, thượng đẳng tối linh Thần.","Trời Nam mười tám đời truyền nối, buổi đầu đệ nhất Thánh;
Tây Nhạc ức vạn năm hương hỏa, thượng đằng tối linh Thần."
"高族遺尊萬代長存名繼盛
祖堂靈拜千年馮在德留光","Cao tộc di tôn vạn đại trường tồn danh kế thịnh;
Tổ đường linh bái thiên niên bằng tại đức lưu quang.","Dòng họ tôn vinh, muôn thuở dài lâu danh vẫn thịnh;
Tổ đường cúng bái, ngàn năm nhờ cậy đức còn quang."
"祖堂百世香花在
裔族千秋福祿長","Tổ đường bách thế hương hoa tại;
Duệ tộc thiên thu phúc lộc trường.","Tổ đường trăm thuở, hương hoa cúng; .
Dòng họ ngàn năm, phúc lộc dài."
"祖功宗德萬古精神草聚
春祀秋常億年香火煮蒿","Tổ công tông đức vạn cổ tinh thần tụy tụ;
Xuân tự thu thường ức niên hương hỏa huân cao.","Tổ công tông đức, muôn thuở tinh thần hội tụ;
Xuân cúng thu lễ, ức niên hương hoa thơm tho."
"片念追思存本族
百年香火憶先功","Phiến niệm truy tư tồn bản tộc;
Bách niên hương hỏa ức tiên công.","Tấm lòng tìm hiểu về giòng họ;
Trăm năm hương hoa nhớ công xưa."
"出入仰彌高然在
往來瞻起敬誠心","Xuất nhập ngường di cao nhiên tại;
Vũng lai chiêm khởi kính thành tâm.","Ngửa thấy càng cao, ra vào còn đấy;
Người thêm kính trọng, qua lại thành tâm."
"天書定份正統肇封都百粤山河之有祖
光岳協靈故宮成萃廟三江襟帶尚朝尊","Thiên thư định phận, chính thống triệu phong đô Bách Việt sơn hà chi hữu tổ
Quang nhạc hiệp linh, cố cung thành tụy miếu tam giang khâm đới thượng triều tôn.","Thiên thư định phận, chính thống mở kinh thành, Bách Việt núi sông đà có chủ;
Núi lớn cùng thiêng, cố cung thành miếu mạo, Tam Giang áo mũ vẫn duy trì."
"啟我南邦鴻貉千秋尊帝國
顯丁西土傘瀘一帶壽新祠","Khải ngã Nam bang Hồng Lạc thiên thu tôn đế quốc;
Hiển Đinh Tây Thổ Tản Lô nhất đới thọ tân từ.","Mở nước Nam ta, Hồng Lạc ngàn thu tôn đế hiệu;
Sáng ngời Tây Thổ, Tản Lô một dải thọ tân từ."
"萬世豪雄德樹栽培增五福
千年文憲仁基興盛享三多","Vạn thế hào hùng đức thụ tài bồi tăng ngũ phúc;
Thiên niên văn hiến nhân cơ hưng thịnh hưởng tam đa.","Muôn thuở hào hùng, cây đức vun trồng tăng ngũ phúc;
Ngàn năm văn hiến, nền nhân hưng thịnh hưởng tam đa."
"德大安民心同千古盛
雄朝護國德化萬年思","Đức đại an dân, tâm đồng thiên cổ thịnh;
Hùng triều hộ quốc, đức hóá vạn niên tư.","Đức lớn yên dân, đồng tâm ngàn thuở thịnh;
Hùng triều giữ nước, đức hóa vạn năm ơn."
"大地雄王愛國民生盛旺
東向南天和平造立千秋","Đại địa Hùng vương ái quốc dân sinh thịnh vượng;
Đông hướng Nam thiên hòa bình tạo lập thiên thu.","Đất lớn vua Hùng, yêu nước sinh dân thịnh vượng;
Đông hướng trời Nam, hòa bình gây dựng ngàn thu."
"始帝炎邦貞淑五南起業
生神古地樓臺一蔟重新","Thủy đế viêm bang trinh thục ngũ Nam khởi nghiệp;
Sinh thần cổ địa lâu đài nhất thốc trùng tân.","Vua đầu viêm bang, trinh thục ngũ nam dựng nghiệp;
Thần sinh đất cổ, lâu đài một cụm mới xây."
"蜀朝社稯尊天柱
香嶺山河壯帝居","Thục triều xã tắc tôn thiên trụ;
Hương lành sơn hà tráng đế cư.","Đất nước triều Thục tôn cột trời;
Non sông Hương lĩnh mạnh đất để.."
"慈間留香作養人才標女烈
故鄉遗跡勤勞王室顯臣忠","Từ khổn lưu hương tác dưỡng nhân tài tiêu nữ liệt;
Cố hương di tích cần lao vương thất hiển thần trung.","Phòng mẹ thơm hương, nuôi dạy nhân tài nêu liệt nữ;
Làng quê dấu tích, siêng năng việc nước tỏ trung thần."
"不愧古人稱烈女
養成當代一忠臣","Bất quý cổ nhân xưng liệt nữ;
Dưỡng thành đương đại nhất trung thần.","Chẳng thẹn người xưa khen liệt nữ;
Nuôi dạy đời nay một trung thần."
"聖德冠南天默佑鄉民康泰
神威腾北地匡扶社援安寧","Thánh đức quán Nam thiên mặc hựu hương dân khang thái;
Thần uy đằng Bắc địa khuông phù xã tắc an ninh.","Thánh đức chủ trời Nam, giúp đỡ dân làng khang thái;
Thần uy trùm đất Bắc, khuông phù đất nước an ninh."
"顏應默扶寧國勢
感通威鎭護民鄉","Hiển ứng mặc phù ninh quốc thế;
Cảm thông uy trấn hộ dân hương.","Hiển ứng giúp ngầm bền thế nước;
Cảm thông uy trấn hộ dân làng."
"歷朝翊運千年史
越句鐘靈萬古神","Lịch triều dực vận thiên niên sử;
Việt điện chung linh vạn cổ thần.","Triều triều rạng rỡ ngàn năm sử;
Hồn Việt hun thiêng vạn thuở thần."
"雄嶺千秋標正氣
洮江一陣震奇功","Hùng lĩnh thiên thu tiêu chính khí;
Thao giang nhất trận chấn kỳ công.","Núi Hùng ngàn năm nêu chính khí;
Sông Thao một trận nổi kỳ công."
"只有孤忠事去而心存故國
別成會所民間而肅若朝廷","Chỉ hữu cô trung sự khứ nhi tâm tồn cố quốc;
Biệt thành hội sở dân gian nhi túc nhược triều đình.","Chỉ có cô trung, việc cũ mà lòng còn nhớ nước;
• Riêng thành hội sở, dân gian nghiêm túc tựa trong triều."
"應蜀聘扶蜀危莫大勳名標宇宙
抗趙軍嗎趙使提高義氣作山河","Ứng Thục sính, phù Thục nguy, mạc đại huân danh tiêu vũ trụ,
Kháng Triệu quân, mạ Triệu sứ, đề cao nghĩa khí tác sơn hà.","Làm rể Thục, cứu nguy Thục, khó sánh tiếng tăm nêu vũ trụ;
Chống quân Triệu, mắng sứ Triệu, đề cao nghĩa khí giữ sơn hà."
"千秋永烈傳名將
一對洮河邑舊祠","Thiên thu vĩnh liệt truyền danh tướng;
Nhất đối Thao hà ấp cựu từ.","Ngàn năm rực rỡ lưu danh tướng;
Một ấp Thao hà vẫn điện xưa."
"歷代褒封光古廟
邑民歌舞樂春臺","Lịch đại bao phong quang cổ miếu;
Âp dân ca vũ lạc xuân đài.","Các đời ngợi khen sáng miếu cổ;
Ấp dân ca múa rộn đài xuân."
"忠心如白日
正氣壯山河","Trung tâm như bạch nhật;
Chính khí tráng sơn hà.","Lòng trung tựa trời sáng;
Khí chính mạnh non sông."
"乃武乃文殿靈傳歷代
如日如月多福播群黎","Nãi vũ nãi văn quyết linh truyền lịch đại;
Như nhật như nguyệt đa phúc bá quần lê.","Gồm vũ gồm văn, tiếng thiêng truyền triều đại;
Tựa nhật tựa nguyệt, phúc ban đến nhân dân."
"鍾毓何年水秀山英纏宇宙
邦扶依昔民安物阜拜神麻","Chung dục hà niền thủỷ tú sơn anh triền vũ trụ;
Bang phù y tích dân an vật phụ bái thần hưu.","Chung đúc năm nào, nước đẹp non thiêng quanh vũ trụ;
Giữ gìn như cũ, dân yên vật thịnh đội ơn thần."
"廟宇功全上下斯民蒙利樂
高明位列西東觀者翕顒孚","Miếu vũ công toàn thượng hạ tư dân mông lợi lạc;
Cao minh vị liệt tây đông quan giả hấp ngung phu.","Miếu vũ nên công, trên dưới, dân đây nhờ lợi lạc;
Cao minh đặt chỗ, tây đông khách đến gợi niềm tini."
"淑慎閏儀南國山河資内治
清高廟貌方民香火顯英靈","Thục thận khuê nghi Nam quốc sơn hà tư nội trị;
Thanh cao miếu mạo phương dân hương hỏa hiên anh linh.","Thận trọng khuê nghi, sông núi nước Nam nhờ nội trị;
Thanh cao miếu mạo, khói hương dân nhớ hiển anh linh."
"世歷雄紀以來先後彰靈盛跡
廟祠珥江之上春秋頂视英聲","Thế lịch Hùng kỷ đĩ lai tiên hậu chương linh thịnh tích;
Miêu từ Nhĩ giang chi thượng xuân thu đinh chúc anh thanh.","Trải bao thế kỷ vua Hùng, sau trước rỡ ràng dấu tích;
Đền miếu trên bờ sông Nhĩ, xuân thu cầu chúc anh linh."
"後先濯也功於國
左七洋乎祀在民","Hậu tiên trạc dũ công ư quốc;
Tả hữu dương hồ tự tại dân.","Công vơi nước trước sau rộng lớn;
Thờ do dân, trái phải mềnh mông."
