cn,vi
壇殉大行皇帝,đàn tuẫn Đại Hành Hoàng Đế.
黎文休曰人子生三年然後出於𢙇抱而免於父母故自天子至於󰱃人雖貴賎不同而三年哀慕之情則一盖所以報其劬勞也,"Lê Văn Hưu viết: ""Nhân tử sinh tam niên, nhiên hậu xuất ư hoài bão nhi miễn ư phụ mẫu, cố tự thiên tử chí ư thứ nhân, tuy quý tiện bất đồng, nhi tam niên ai mộ chi tình tắc nhất, cái sở dĩ báo kì cù lao dã."
矧神宗之於仁宗鞠在宫中恩莫厚矣義當慎終追遠其報可也,"Thẫn Thần Tông chi ư Nhân Tông cúc tại cung trung, ân mạc hậu hĩ, nghĩa đương thận chung truy viễn kì báo khả dã."
今未閲月而遽命群臣除服未卒哭而迎两妃后入宫不知當時将何以儀刑四海表率百官哉,"Kim vị duyệt nguyệt nhi cự, mệnh quần thần trừ phục, vị tốt khốc nhi nghênh lưỡng phi hậu nhập cung, bất tri đương thời tương hà dĩ nghi hình tứ hải, biểu suất bách quan tai."
神宗雖幼弱而在朝之臣亦幸其短䘮無一言及之者,"Thần Tông tuy ấu nhược, nhi tại triều chi thần, diệc hạnh kì đoản tang, vô nhất ngôn cập chi giả."
可謂朝無人矣,"Khả vị triều vô nhân hĩ""."
史臣吳士連曰仁宗聖𭓇高明深識子生之故如晝夜之必然,"Sử thần Ngô Sĩ Liên viết: ""Nhân Tông thánh học cao minh, thâm thức tử sinh chi cố, như trú dạ chi tất nhiên."
遺詔所言言造乎理足以𮗓夫不皷缶𰙔而爲大耋之嗟者,"Di chiếu sở ngôn, ngôn tạo hồ lí, túc dĩ giác phu ""bất cổ phẫu ca nhi vi đại điệt chi ta"" giả."
其爲教遠矣雖然在仁宗言之則爲明道之言在神宗行之則爲失孝之󰁮,"Kì vi giáo viễn hĩ, tuy nhiên tại Nhân Tông ngôn chi, tắc vi minh đạo chi ngôn; tại Thần Tông hành chi, tắc vi thất hiếu chi cử."
文休論之當也,"Văn Hưu luận chi đương dã""."
神宗皇帝諱陽煥聖宗之孫仁宗之姪崇賢候之子乃夫人杜氏所生也年方二歲育于宫中立爲皇太子仁宗崩遂登太寳在位十一年壽二十三歲崩于永光帝之𥘉年猶有同心及長性資聪睿大有爲修政立事任賢使能正始正終詳密欵曲無失於正雖身󰞿恶疾尋有藥之天意有在也然酷好祥瑞崇尚浮屠奚足,"Thần Tông Hoàng Đế [Huý Dương Hoán, Thánh Tông chi tôn, Nhân Tông chi điệt, Sùng Hiền hầu chi tử, nãi phu nhân Đỗ thị sở sinh dã. Niên phương nhị tuế, dục vu cung trung, lập vi hoàng thái tử. Nhân Tông băng, toại đăng thái bảo. Tại vị thập nhất niên, thọ nhị thập tam tuế, băng vu Vĩnh Quang Đế chi sơ niên, do hữu đồng tâm, cập trưởng tính tư thông duệ, đại hữu vi tu chính lập sự, nhiệm hiền sử năng, chính thuỷ chính chung, tường mật khoản khúc, vô thất ư chính. Tuy thân anh ác tật, tầm hữu dược chi, thiên ý hữu tại dã. Nhiên khốc hiếu tường thuỵ, sùng thượng phù đồ, hề túc.."
貴哉,quý tai].
戊申天順元年宋建炎二年,"Mậu Thân, Thiên Thuận nguyên niên [Tống Kiến Viêm nhị niên]."
春正月丙戌朔改元大赦,"Xuân, chính nguyệt, Bính Tuất, sóc, cải nguyên, đại xá."
尊義母宸英夫人爲皇太后,Tôn nghĩa mẫu Thần Anh phu nhân vi Hoàng thái hậu.
詔凡民有没田土于官及籍申爲田兒者悉還之,"Chiếu: Phàm dân hữu một điền thổ vu quan, cập tịch thân vi điền nhi giả tất hoàn chi."
僧道百姓之爲路翁者亦免,Tăng đạo bách tính chi vi lộ ông giả diệc miễn.
賜六兵更番㱕農遵古制也,"Tứ lục binh canh phiên quy nông, tuân cổ chế dã."
戊子尊大行皇帝謚曰孝慈聖神文武皇帝廟號仁宗,"Mậu Tí, tôn Đại Hành Hoàng Đế thuỵ viết: Hiếu Từ Thánh Thần Văn Vũ Hoàng Đế, miếu hiệu Nhân Tông."
己丑貶大僚班李崇福以過西陽城門廵吏問而不應也,"Kỉ Sửu, biếm Đại Liêu ban Lí Sùng Phúc dĩ quá Tây Dương Thành môn, tuần lại vấn nhi bất ứng dã."
辛卯詔國有哀天下民無得騎馬及上藍輿巾車,"Tân Mão, chiếu quốc hữu ai, thiên hạ dân vô đắc kị mã cập thượng lam dư cân xa."
更子帝𥘉御京筵,"Canh Tí, đế sơ ngự kinh diên."
辛丑以内,"Tân Sửu, dĩ Nội.."
武衛黎伯玉爲太尉陞侯秩内人火頭劉波陽英珥爲太傅爵大僚𤤻中丞牟俞都爲諫議大夫迁諸衛秩内人火頭李慶阮福高依爲太保爵内上制内祗候管甲李山爲殿〇指揮使爵大僚𤤻伶人吳碎爲上制御厙書家徐延爲員外郎,"vũ vệ Lê Bá Ngọc vi Thái uý, thăng Hầu trật; Nội nhân hoả đầu Lưu Ba, Dương Anh Nhĩ vi Thái Phó, tước Đại Liêu ban; Trung thừa Mâu Du Đô vi Gián nghị đại phu, thiên Chư Vệ trật; Nội nhân hoả đầu Lí Khánh, Nguyễn Phúc, Cao Y vi Thái Bảo, tước Nội thượng chế; Nội chi hầu Quản giáp Lí Sơn vi Điện tiền chỉ huy sứ, tước Đại liêu ban; Linh nhân Ngô Toái vi Thượng chế; Ngự khố thư gia Từ Diên vi Viên ngoại lang."
又賜伯玉波俞都及官職都錢幣有差󰖶翼賛之功也,"Hựu tứ Bá Ngọc, Ba Du Đô cập quan chức đô tiền tệ hữu sai, thù dực tán chi công dã."
壬寅使太傅劉波諫議大夫牟俞都賫仁宗賜崇賢侯禮物于其家,"Nhâm Dần, sử Thái phó Lưu Ba, Gián nghị đại phu Mâu Du Đô tê Nhân Tông tứ Sùng Hiền Hầu lễ vật vu kì gia."
癸卯遣和寨人訃于宋及吿即位時宋高宗避金人渡江都臨安府,"Quý Mão, khiển Hoà Trại nhân phó vu Tống cập cáo tức vị [Thời Tống Cao Tông tị Kim nhân độ giang đô Lâm An phủ]."
甲辰詔飛騎〇賫仁宗遺,"Giáp Thìn, chiếu Phi kị đô tê Nhân Tông di.."
詔及帝登極徃占城,chiếu cập đế đăng cực vãng Chiêm Thành.
𭛁御厙金幣頒賜百僚有差,Phát ngự khố kim tệ ban tứ bách liêu hữu sai.
戊申桄榔塲献宋商人消船九隻,"Mậu Thân, Quang lang trường hiến Tống thương nhân tiêu thuyền cửu chích."
武勝都郭卑献桃樹四寸生花,Vũ Thắng đô Quách Ti hiến đào thụ tứ thốn sinh hoa.
己酉以陶舜爲中書省員外郎行西上閤門使尙書省員外郎李寳臣行東上閤門使范賞杜六孔原范寳金吉李槩陶老阮完爲尙书省員外郎梁玖陶參郭淑阮仁阮慶陶相郭巨尋阮淬爲中書火李伍矯義李箇阮貶阮僕阮寬陶六杜記矯紹爲祗侯書家,"Kỉ Dậu, dĩ Đào Thuấn vi Trung thư sảnh Viên ngoại lang hành tây thượng cáp môn sứ, Thượng thư sảnh Viên ngoại lang Lí Bảo Thần hành đông thượng cáp môn sứ; Phạm Thưởng, Đỗ Lục, Khổng Nguyên, Phạm Bảo, Kim Cát, Lí Khái, Đào Lão, Nguyễn Hoàn vi Thượng thư sảnh Viên ngoại lang; Lương Cửu, Đào Sâm, Quách Thục, Nguyễn Nhân, Nguyễn Khánh, Đào Tương, Quách Cự Tầm, Nguyễn Thối vi Trung thư hoả; Lí Ngũ, Kiểu Nghĩa, Lí Cá, Nguyễn Biếm, Nguyễn Bộc, Nguyễn Khoan, Đào Lục, Đỗ Kí, Kiểu Thiệu vi Chi hầu thư gia."
癸丑詔諫議大夫牟俞都󰱇舊龍翼爲左右玉階興聖廣成武,"Quý Sửu, chiếu Gián nghị đại phu Mâu Du Đô tuyển cựu Long Dực vi tả hữu Ngọc Giai, Hưng Thánh, Quảng Thành, Vũ.."
都,Đô.
甲寅真臘二萬餘人入㓂乂安州波頭步,"Giáp Dần, Chân Lạp nhị vạn dư nhân nhập khấu Nghệ An châu Ba Đầu bộ."
詔入内太傅李公平将官職都及乂安州人討之,"Chiếu Nhập nội thái phó Lí Công Bình tương quan chức đô, cập Nghệ An châu nhân thảo chi."
二月乙卯詔赦都護府罪人,"Nhị nguyệt, Ất Mão, chiếu xá Đô hộ phủ tội nhân."
壬戌詔免貶黜者一百三十人,"Nhâm Tuất, chiếu miễn biếm truất giả nhất bách tam thập nhân."
癸亥李公平敗真臘人于波頭步擒其主將及士卒,"Quý Hợi, Lí Công Bình bại Chân Lạp nhân vu Ba Đầu bộ, cầm kì chủ tướng cập sĩ tốt."
乙丑群臣上尊號曰順天廣運欽明仁孝皇帝,"Ất Sửu, quần thần thượng tôn hiệu viết: Thuận Thiên Quảng Vận Khâm Minh Nhân Hiếu Hoàng Đế."
帝謂群臣曰朕以幼冲之年嗣先聖洪業而天下平定海宇之内咸畏其威皆賴卿等力也,"Đế vị quần thần viết: ""Trẫm dĩ ấu xung chi niên, tự tiên thánh hồng nghiệp, nhi thiên hạ bình định, hải vũ chi nội, hàm uý kì uy, giai lại khanh đẳng lực dã."
卿等宜慎職守無萌怠忽以輔朕之不建也,"Khanh đẳng nghi thận chức, thú vô manh đãi hốt, dĩ phụ trẫm chi bất kiến dã""."
立李氏爲皇侯,Lập Lí thị vi Hoàng hậu.
先是遣員外郎李慶臣及其,"Tiên thị, khiển Viên ngoại lang Lí Khánh Thần cập kì.."
妻迎殿前指揮使李山之女員外郎陳玉度及其妻迎太尉黎伯玉姪黎昌之女󰀋立山女爲儷天皇后昌女爲明寳夫人,"thê nghênh Điện tiền chỉ huy sứ Lí Sơn chi nữ, Viên ngoại lang Trần Ngọc Độ cập kì thê nghênh Thái uý Lê Bá Ngọc điệt Lê Xương chi nữ, sách lập Sơn nữ vi Lệ Thiên Hoàng hậu, Xương nữ vi Minh Bảo phu nhân."
陞山寄侯秩知諒州軍事賜昌爵大僚𤤻,"Thăng Sơn ký hầu trật tri Lạng Châu quân sự, tứ Xương tước Đại liêu ban."
滛雨,Dâm vũ.
丁卯群臣上表賀登極,"Đinh Mão, quần thần thượng biểu hạ đăng cực."
天龍天崇二寺幡無風自動其状如舞,"Thiên Long, Thiên Sùng nhị tự phướn vô phong tự động kì trạng như vũ."
車馬幸二寺拜謝之,Xa mã hạnh nhị tự bái tạ chi.
李公平捷書至京師,Lí Công Bình tiệp thư chí Kinh sư.
戊辰帝幸太清景靈二宫及城内諸寺觀拜謝佛道冥祐公平敗真臘人之恩,"Mậu Thìn, đế hạnh Thái Thanh, Cảnh Linh nhị cung cập thành nội chư tự quán bái tạ Phật, Đạo minh hựu Công Bình bại Chân Lạp nhân chi ân."
黎文休曰夫運籌帷幄之中决勝千李之外皆,"Lê Văn Hưu viết: ""Phù vận trù duy ốc chi trung, quyết thắng thiên lí chi ngoại, giai.."
良将臨戒制勝之功也,lương tướng lâm giới chế thắng chi công dã.
太傅李公平破真臘之㓂於乂安州遣人奏捷,"Thái phó Lí Công Bình phá Chân Lạp chi khấu ư Nghệ An châu, khiển nhân tấu tiệp."
神宗當告捷于太庙論功于廟堂以賞公平等克敵之勳,"Thần Tông đương cáo tiệp vu Thái Miếu, luận công vu miếu đường, dĩ thưởng Công Bình đẳng khắc địch chi huân."
今乃㱕功於佛道臨字觀而拜謝之非所以勞有功皷士氣也,"Kim nãi quy công ư Phật Đạo, lâm tự quán nhi bái tạ chi, phi sở dĩ lao hữu công cổ sĩ khí dã""."
庚午帝御天安殿觀國人盟于龍墀,"Canh Ngọ, đế ngự Thiên An điện quan quốc nhân minh vu Long Trì."
因詔𭛁内府衣服〇帛頒賜之,Nhân chiếu phát Nội phủ y phục tiền bạch ban tứ chi.
甲戌詔百官家奴皂󰒜不得娶良民女,"Giáp Tuất, chiếu bách quan gia nô tạo lệ bất đắc thú lương dân nữ."
儷天皇后明寶夫人㱕寕,"Lệ Thiên Hoàng hậu, Minh Bảo phu nhân quy ninh."
使諫議大夫牟俞都如天德府相地起仁宗山陵,"Sử Gián nghị đại phu Mâu Du Đô như Thiên Đức phủ tương địa, khởi Nhân Tông sơn lăng."
三,Tam..
月李公平軍還献俘人百六十九人,"nguyệt, Lí Công Bình quân hoàn, hiến phu nhân bách lục thập cửu nhân."
以内令書家費公信爲奉議郎内書家魏國寳爲左司,"Dĩ Nội lệnh thư gia Phí Công Tín vi Phụng nghị lang, Nội thư gia Nguỵ Quốc Bảo vi Tả ti."
帝觀靈光大會以公信國寳爲内常侍,"Đế quan Linh Quang đại hội, dĩ Công Tín, Quốc Bảo vi Nội thường thị."
夏四月旱,"Hạ tứ nguyệt, hạn."
帝齋戒蔬食祈得雨,Đế trai giới sơ thực kì đắc vũ.
五月度老兵都曹武袋等四人爲僧,"Ngũ nguyệt, độ lão binh đô tào Vũ Đại đẳng tứ nhân vi tăng."
詔宸英太后族百人于藉,Chiếu Thần Anh thái hậu tộc bách nhân vu tịch.
詔諸訟事已經祖宗理判者不得復論奏爲者罪之,"Chiếu chư tụng sự dĩ kinh tổ tông lí phán giả bất đắc phục luận, tấu vi giả tội chi."
六月詔群臣及官職都監于大興門外,"Lục nguyệt, chiếu quần thần cập quan chức đô giám vu Đại Hưng môn ngoại."
欲行送塟仁宗禮也,Dục hành tống táng Nhân Tông lễ dã.
塟天德陵,Táng Thiên Đức lăng.
以誕日爲天瑞節,Dĩ đản nhật vi Thiên Thuỵ tiết.
秋七月中元節帝御天安殿群臣上表賀,"Thu, thất nguyệt, Trung nguyên tiết, đế ngự Thiên An điện, quần thần thượng biểu hạ."
以薦仁宗盂蘭,Dĩ tiến Nhân Tông Vu Lan..
盆不設宴禮,bồn bất thiết yến lễ.
八月詔劉慶覃牟俞都󰱇官職都,"Bát nguyệt, chiếu Lưu Khánh Đàm, Mâu Du Đô tuyển quan chức đô."
甲戌出仁宗遺詔示群臣詔見,"Giáp Tuất, xuất Nhân Tông di chiếu thị quần thần [Chiếu kiến tiền]."
真臘人入㓂乂安州杜家鄕有船七百餘艘,"Chân Lạp nhân nhập khấu Nghệ An châu, Đỗ Gia hương, hữu thuyền thất bách dư sưu."
詔清化府阮河炎及本州楊塢等領兵擊敗之,"Chiếu Thanh Hoá phủ, Nguyễn Hà Viêm, cập bản châu Dương Ổ đẳng lãnh binh kích, bại chi."
冬十一月以太尉黎伯玉爲太師改姓張氏,"Đông, thập nhất nguyệt, dĩ Thái uý Lê Bá Ngọc vi Thái sư, cải tính Trương thị."
流廣原州人于清化府,Lưu Quảng Nguyên châu nhân vu Thanh Hoá phủ.
乂安州遞奏真臘國書一封請差人徃使其國不報,"Nghệ An châu đệ tấu Chân Lạp quốc thư nhất phong, thỉnh sai nhân vãng sử kì quốc, bất báo."
己酉二年宋見炎三年,"Kỉ dậu, nhị niên [Tống Kiến Viêm tam niên]."
春正月入内殿中李安酉献白鹿,"Xuân, chính nguyệt, Nhập nội điện trung Lí An Dậu hiến bạch lộc."
賜安酉爵大僚𤤻,Tứ An Dậu tước Đại liêu ban.
太尉楊英耳献白六,Thái uý Dương Anh Nhĩ hiến bạch lộc.
設,Thiết..
慶成八萬四千寳㙮會于天符閣,khánh thành bát vạn tứ thiên bảo tháp hội vu Thiên Phù các.
甲午尊申生父崇賢侯爲太上皇親生母杜氏爲皇太后居洞仁宫,"Giáp Ngọ, tôn thân sinh phụ Sùng Hiền hầu vi Thái thượng hoàng, thân sinh mẫu Đỗ thị vi Hoàng thái hậu, cư Động Nhân cung."
黎文休曰神宗以宗室之子仁宗育爲子使繼大統義當以仁宗爲父而稱所生父崇賢侯爲皇叔封生母杜氏爲王夫人如宋孝宗之於秀安僖王及夫人張氏以一其本可也,"Lê Văn Hưu viết: ""Thần Tông dĩ tông thất chi tử, Nhân Tông dục vi tử, sử kế đại thống, nghĩa đương dĩ Nhân Tông vi phụ nhi xưng, sở sinh phụ Sùng Hiền hầu vi hoàng thúc, phong sinh mẫu Đỗ thị vi Vương phu nhân, như Tống Hiếu Tông chi ư Tú An Hi Vương cập phu nhân Trương thị, dĩ nhất kì bản khả dã."
今乃封崇賢侯爲太上皇杜氏爲皇太后無乃二其本乎盖神宗時方幼冲而在朝公卿如黎伯玉牟俞,"Kim nãi phong Sùng Hiền hầu vi Thái thượng hoàng, Đỗ thị vi Hoàng thái hậu, vô nãi nhị kì bản hồ? Cái Thần Tông thời phương ấu xung, nhi tại triều công khanh như Lê Bá Ngọc, Mâu Du.."
都又無知体者故也,"Đô hựu vô tri thể giả, cố dã""."
二月帝齋戒祈雨,"Nhị nguyệt, đế trai giới kì vũ."
親王𤤻李祿上言傘圓山有白鹿,"Thân vương ban Lí Lộc thượng ngôn, Tản Viên sơn hữu bạch lộc."
帝使太尉楊英珥徃捕得之,Đế sử Thái uý Dương Anh Nhĩ vãng bổ đắc chi.
賜祿爵大僚𤤻,Tứ Lộc tước Đại liêu ban.
詔赦天下罪人,Chiếu xá thiên hạ tội nhân.
史臣吳士連曰仁宗嘗因設會而赦罪人非也然猶藉佛會爲名也,"Sử thần Ngô Sĩ Liên viết: ""Nhân Tông thường nhân thiết hội nhi xá tội nhân phi dã, nhiên do tịch Phật hội vi danh dã."
帝無事直赦之耳,Đế vô sự trực xá chi nhĩ.
夫罪人犯法有輕有重五等象刑有上有下𡸈可直赦之䏧,"Phù tội nhân phạm pháp hữu khinh, hữu trọng, ngũ đẳng tượng hình hữu thượng, hữu hạ, khởi khả trực xá chi da."
若一槩赦之則小人幸免非君子之福也,"Nhược nhất khái xá chi, tắc tiểu nhân hạnh miễn, phi quân tử chi phúc dã."
故古之言治者雖云不可無赦亦病於赦,"Cố cổ chi ngôn trị giả, tuy vân bất khả vô xá, diệc bệnh ư xá."
赦過,Xá quá..
可也赦罪不可也,"khả dã, xá tội bất khả dã."
易曰赦過宥罪書曰𤯝災肆赦怙終賊刑,"Dịch viết: ""Xá quá hựu tội""; Thư viết: ""Sảnh tai tứ xá, hỗ chung tặc hình""."
是也,Thị dã.
三月李子克上言江底林有白鹿,"Tam nguyệt, Lí Tử Khắc thượng ngôn, Giang Để lâm hữu bạch lộc."
帝使太尉劉慶覃徃捕得之,Đế sử Thái uý Lưu Khánh Đàm vãng bổ đắc chi.
