大 越 史 記 續 編 序	Đại Việt sử kí tục biên tự	
故 交 趾 太 守 士 燮 遣 兵 討 之 不 克	Cố Giao Chỉ Thái thú Sĩ Nhiếp khiển binh thảo chi bất khắc	
會 刺 史 朱 符 多 以 鄕 人 褒 劉 彦 之 徒 分 作 長 吏 侵 漁 百 姓 黄 魚 一 尾 牧 稻 一 斛	Hội Thứ sử Chu Phù đa dĩ hương nhân Ngu Bao Lưu Ngạn chi đồ phân tác trưởng lại xâm ngư bách tính hoàng ngư nhất vĩ mục đạo nhất hộc	
百 姓 怨 判 出 攻 州 郡 符 走 入 海	Bách tính oán phán xuất công châu quận Phù tẩu nhập hải	
步 隲 以 次 鉏 治 紀 綱 適 定	Bộ Chất dĩ thứ sừ trị kỷ cương thích định	
後 吕 岱 平 士 徽 亂 改 置 長 吏 章 明 王 綱 威	Hậu Lữ Đại bình Sĩ Huy loạn cải trí trưởng lại chương minh vương cương uy	
加 萬 里 大 小 承 風	gia vạn lí đại tiểu thừa phong	
由 此 觀 之 綏 邊 撫 裔 實 在 其 人	Do thử quan chi tuy biên phủ duệ thực tại kì nhân	
伯 牧 之 任 宜 擇 清 流	Bá mục chi nhiệm nghi trạch thanh lưu	
荒 服 之 外 禍 福 尤 甚	Hoang phục chi ngoại hoạ phúc vưu thậm	
今 交 州 雖 云 粗 定 尙 有 高 凉 宿 賊 其 南 海 蒼 梧 鬱 林 珠 崖 四 郡 未 綏 聚 作 寇 盗	Kim Giao Châu tuy vân thô định thượng hữu Cao Lương túc tặc kì Nam Hải Thương Ngô Uất Lâm Châu Nhai tứ quận vị tuy tụ tác khấu đạo	
若 岱 不 復 南 新 刺 史 宜 擇 精 密 方 畧 智 計 之 人 以 撫 按 之 庶 可 補 緼	Nhược Đại bất phục Nam tân Thứ sử nghi trạch tinh mật phương lược trí kế chi nhân dĩ phủ án chi thứ khả bổ uẩn	
但 中 人 近 守 常 法 無 奇 數 異 術 則 郡 惡 日 滋	Đãn trung nhân cận thủ thường phép vô kì số dị thuật tắc quận ác nhật tư	
吳 王 拜 岱 鎮 南 將 軍 進 封 番 禺 侯 一 云 封 魏 郡 陵 厲 公	Ngô Vương bái Đại Trấn Nam tướng quân tiến phong Phiên Ngung hầu Nhất vân phong Nguỵ quận Lăng Lệ công	
戊 辰 漢 延 熹 十 一 年	Mậu Thìn Hán Diên Hi thập nhất niên	
吳 永 安 元 年	Ngô Vĩnh An nguyên niên	
九 真 復 攻 陷 城 邑 州 郡 騷 動	Cửu Chân phục công hãm thành ấp châu quận tao động	
吳 主 以 衡 陽 督 軍 都 尉 陵 胤 一 云 陵 商 爲 刺 使 兼 校 尉	Ngô chủ dĩ Hành Dương đốc quân đô uý Lăng Dận Nhất vân Lăng Thương vi Thứ sử kiêm hiệu uý	
胤 入 境 諭 以 恩 信 降 者 三 萬 餘 家 州 境 復 清	Dận nhập cảnh dụ dĩ ân tín hàng giả tam vạn dư gia châu cảnh phục thanh	
後 九 真 郡 女 趙 嫗 嫗 乳 長 三 尺 施 於 背 後 常 乘 象 頭 與 敵 交 戰	Hậu Cửu Chân quận nữ Triệu Ẩu Ẩu nhũ trường tam xích thí ư bối hậu thường thừa tượng đầu dữ địch giao chiến	
聚 眾 攻 掠 郡 縣	tụ chúng công lược quận huyện	
胤 平 之	Dận bình chi	
交 趾 志 九 真 山 中 有 趙 妹 女 子 乳 長 三 尺 不 嫁 結 黨 剽 掠 郡 縣 常 著 金 褐 齒 屣 據 象 頭 鬪 戰 死 面 爲 神	Giao Chỉ chí Cửu Chân sơn trung hữu Triệu muội nữ tử nhũ trường tam xích bất giá kết đảng phiêu lược quận huyện thường trước kim hạt xỉ tỉ cứ tượng đầu đấu chiến tử diện vi thần	
癸 未 漢 炎 興 元 年 吳 永 安 十 六 年	Quý Mùi Hán Viêm Hưng nguyên niên Ngô Vĩnh An thập lục niên	
春 三 月 初 吳 以 孫 諝 爲 交 州 太 守 諝 貪 暴 爲 百 姓 患	Xuân tam nguyệt sơ Ngô dĩ Tôn Tư vi Giao Châu Thái thú Tư tham bạo vi bách tính hoạn	
至 是 吳 主 遣 鄧 詢 至 郡	Chí thị Ngô chủ khiển Đặng Tuân chí quận	
詢 又 擅 調 孔 雀 三 十 隻 送 建 業	Tuân hựu thiện điều khổng tước tam thập chích tống Kiến Nghiệp	
民 憚 遠 役 因 謀 作 亂	Dân đạn viễn dịch nhân mưu tác loạn	
夏 四 月 郡 吏 吕 興 殺 諝 及 詢 而 請 太 守 及 兵 於 晋	Hạ tứ nguyệt quận lại Lữ Hưng sát Tư cập Tuân nhi thỉnh Thái thú cập binh ư Tấn	
按 綱 目 云 請 吏 於 魏 明 年 魏 禪 位 干 晋 則 魏 亦 晋 也	Án Cương mục vân Thỉnh lại ư Nguỵ minh niên Nguỵ thiền vị can Tấn tắc Nguỵ diệc Tấn dã	
九 真 日 南 皆 應 之	Cửu Chân Nhật Nam giai ứng chi	
是 歲	Thị tuế	
漢 亡	Hán vong	
甲 申 魏 主 曹 奂 咸 熙 元 年 吳 主 孫 皓 元 興 元 年	Giáp Thân Nguỵ chủ Tào Hoán Hàm Hi nguyên niên Ngô chủ Tôn Hạo Nguyên Hưng nguyên niên	
秋 七 月 吳 分 交 州 置 廣 州	Thu thất nguyệt Ngô phân Giao Châu trí Quảng Châu	
時 吳 已 附 于 晋	Thời Ngô dĩ phụ vu Tấn	
晋 以 吕 興 爲 安 南 將 軍 都 督 交 州 諸 軍 事 以 南 中 監 軍 霍 弋 遙 領 交 州 刺 史 得 以 便 宜 選 用 長 吏	Tấn dĩ Lữ Hưng vi An Nam tướng quân đô đốc Giao Châu chư quân sự dĩ Nam Trung giám quân Hoắc Dặc dao lĩnh Giao Châu Thứ sử đắc dĩ tiện nghi tuyển dụng trưởng lại	
弋 表 爨 谷 一 曰 焚 谷 爲 太 守 率 牙 門 董 元 王 素 等 將 兵 助 興 未 至 興 爲 功 曹 李 統 所 殺	Dặc biểu Thoán Cốc Nhất viết Phần Cốc vi Thái thú suất nha môn Đổng Nguyên Vương Tố đẳng tương binh trợ Hưng vị chí Hưng vị công tào Lí Thống sở sát	
谷 死 之 一 云 谷 病 卒	Cốc tử chi Nhất vân Cốc bệnh tốt	
乙 酉 晋 武 帝 司 馬 炎 泰 始 元 年 吳 甘 露 元 年	Ất Dậu Tấn Vũ Đế Tư Mã Viêm Thái Thuỷ nguyên niên Ngô Cam Lộ nguyên niên	
晉 帝 遣 巴 西 馬 融 代 興	Tấn Đế khiển Ba Tây Mã Dung đại Hưng	
融 病 卒	Dung bệnh tốt	
弋 又 遣 揵 爲 陽 稷 代 融 爲 太 守	Dặc hựu khiển Kiện Vi Dương Tắc đại Dung vi Thái thú	
戊 子 晉 太 始 四 年 吳 寶 鼎 三 年	Mậu Tí Tấn Thái Thuỷ tứ niên Ngô Bảo Đỉnh tam niên	
吳 以 劉 俊 爲 刺 史	Ngô dĩ Lưu Tuấn vi Thứ sử	
俊 與 大 都 督 修 稷 將 軍 顧 容 前 後 三 攻 交 州	Tuấn dữ Đại đô đốc Tu Tắc tướng quân Cố Dung tiền hậu tam công Giao Châu	
稷 皆 拒 破 之	Tắc giai cự phá chi	
鬱 林 九 真 皆 附 於 稷	Uất Lâm Cửu Chân giai phụ ư Tắc	
稷 選 將 軍 毛 靈 董 元 攻 合 浦 戰 於 古 城 即 合 浦 城 也	Tắc tuyển tướng quân Mao Linh Đổng Nguyên công Hợp Phố chiến ư Cổ Thành Tức Hợp Phố thành dã	
大 破 吳 兵 殺 劉 俊 修 稷 餘 兵 散 還 合 浦 稷 因 表 靈 爲 鬱 林 太 守 元 爲 九 真 太 守	Đại phá Ngô binh sát Lưu Tuấn Tu Tắc dư binh tán hoàn Hợp Phố Tắc nhân biểu Linh vi Uất Lâm Thái thú Nguyên vi Cửu Chân Thái thú	
己 丑 晉 泰 始 五 年 吳 建 衡 元 年	Kỉ Sửu Tấn Thái Thuỷ ngũ niên Ngô Kiến Hành nguyên niên	
冬 十 月 吳 遣 監 軍 氾 威 南 將 軍 薜 珝 蒼 吳 太 守 丹 陽 陶 璜 從 荆 州 道 監 軍 李 鼎 督 軍 徐 存 從 建 安 海 道 皆 會 合 浦 以 擊 稷 李 鼎 一 作 李 朂	Đông thập nguyệt Ngô khiển Giám quân Ngu Phiếm Uy Nam tướng quân Tiết Hủ Thương Ngô Thái thú Đan Dương Đào Hoàng tòng Kinh Châu đạo Giám quân Lí Đỉnh Đốc quân Từ Tồn tòng Kiến An hải đạo giai hội Hợp Phố dĩ kích Tắc Lí Đỉnh nhất tác Lí Húc	
辛 卯 晉 泰 始 七 年 吳 建 衡 三 年	Tân Mão Tấn Thái Thuỷ thất niên Ngô Kiến Hành tam niên	
夏 四 月 氾 薜 珝 陶 㱕 拒 稷 戰	Hạ tứ nguyệt Ngu Phiếm Tiết Hủ Đào Hoàng cự Tắc chiến	
于 汾 水 璜 敗 退 保 合 浦 亡 其 二 將	vu Phần thuỷ Hoàng bại thoái bảo Hợp Phố vong kì nhị tướng	
珝 怒 謂 璜 曰 若 自 表 討 賊 而 䘮 二 帥 其 責 安 在 璜 曰 下 官 不 得 先 其 意 諸 軍 不 相 順 故 致 敗 耳	Hủ nộ vị Hoàng viết Nhược tự biểu thảo tặc nhi táng nhị soái kì trách an tại Hoàng viết Hạ quan bất đắc tiên kì ý chư quân bất tương thuận cố trí bại nhĩ	
珝 怒 未 解 欲 引 軍 還	Hủ nộ vị giải dục dẫn quân hoàn	
是 夜 璜 以 兵 數 百 襲 董 元 獲 其 寶 物 船 戰 而 歸	Thị dạ Hoàng dĩ binh sổ bách tập Đổng Nguyên hoạch kì bảo vật thuyền chiến nhi quy	
珝 廼 謝 之 以 璜 領 交 州 爲 前 部 都 督	Hủ nãi tạ chi dĩ Hoàng lĩnh Giao Châu vi tiền bộ đô đốc	
璜 復 從 海 道 出 其 不 意 逕 至 州	Hoàng phục tòng hải đạo xuất kì bất ý kính chí châu	
元 拒 之 諸 將 欲 戰 璜 疑 斷 橋 内 有 伏 兵 迺 别 列 長 㦸 於 其 後	Nguyên cự chi chư tướng dục chiến Hoàng nghi đoạn kiều nội hữu phục binh nãi biệt liệt trưởng kích ư kì hậu	
兵 繩 接 元 僞 退 璜 追 之 伏 兵 果 出	Binh thằng tiếp Nguyên nguỵ thoái Hoàng truy chi phục binh quả xuất	
長 㦸 逆 之 大 破 元 等 殺 元 以 前 所 得 船 貨 寶 反 土 物 錦 數 千 疋 遺 扶 嚴 賊 帥 良 齊	Trường kích nghịch chi đại phá Nguyên đẳng sát Nguyên dĩ tiền sở đắc thuyền hoá bảo phản thổ vật cẩm sổ thiên sơ di Phù Nghiêm tặc soái Lương Tề	
齊 將 萬	Tề tương vạn	
餘 人 助 璜	dư nhân trợ Hoàng	
時 楊 稷 以 其 將 王 素 代 元 元 勇 將 解 系 同 在 城 内	Thời Dương Tắc dĩ kì tướng Vương Tố đại Nguyên Nguyên dũng tướng Giải Hệ đồng tại thành nội	
璜 使 弟 象 爲 書 與 系 又 使 象 騎 鞀 車 皷 吹 導 從 而 行	Hoàng sử đệ Tượng vi thư dữ Hệ hựu sử Tượng kị đào xa cổ suy đạo tòng nhi hành	
素 等 曰 彼 象 尙 如 此 系 必 有 去 志	Tố đẳng viết Bỉ Tượng thượng như thử Hệ tất hữu khứ chí	
乃 殺 系	Nãi sát Hệ	
珝 璜 遂 陷 州	Hủ Hoàng toại hãm châu	
吳 因 用 璜 爲 刺 使	Ngô nhân dụng Hoàng vi Thứ sử	
璜 有 謀 策 周 窮 好 施 得 人 心 故 人 人 樂 爲 之 用 所 至 有 功	Hoàng hữu mưu sách chu cùng hảo thí đắc nhân tâm cố nhân nhân lạc vi chi dụng sở chí hữu công	
先 是 晉 帝 以 楊 稷 爲 交 州 刺 史 毛 冕 爲 太 守 印 綏 未 到 而 稷 冕 先 已 敗 死	Tiên thị Tấn Đế dĩ Dương Tắc vi Giao Châu Thứ sử Mao Miện vi Thái thú ấn tuy vị đáo nhi Tắc Miện tiên dĩ bại tử	
因 贈 稷 冕 及 松 能 松 能 無 所 考 并 爲 關 内 侯	Nhân tặng Tắc Miện cập Tùng Năng Tùng Năng vô sở khảo Tịnh vi quan nội hầu	
九 真 郡 功 曹 李 祚 保 郡 内 附 晉 璜 遣 將 攻 之 不 克	Cửu Chân quận Công tào Lí Tộ bảo quận nội phụ Tấn Hoàng khiển tướng công chi bất khắc	
祚 舅 黎 桓 一 云 黎 明 隨 軍 遣 祚 降 祚 乃 答 曰 舅	Tộ cữu Lê Hoàn Nhất vân Lê Minh tuỳ quân khiển Tộ hàng Tộ nãi đáp viết Cữu	
自 吳 將 祚 自 晉 臣 惟 力 是 視 耳	tự Ngô tướng Tộ tự Tấn thần duy lực thị thị nhĩ	
踰 時 乃 拨	Du thời nãi bạt	
史 臣 吳 士 連 曰 守 土 之 臣 能 以 李 祚 之 心 爲 心 可 謂 忠 於 所 事 矣	Sử thần Ngô Sĩ Liên viết Thủ thổ chi thần năng dĩ Lí Tộ chi tâm vi tâm khả vị trung ư sở sự hĩ	
吳 主 以 璜 爲 刺 史 持 節 都 督 交 州 諸 軍 事	Ngô chủ dĩ Hoàng vi Thứ sử trì tiết đô đốc Giao Châu chư quân sự	
前 將 軍 州 牧 武 平 九 德 新 昌 土 地 险 阻 夷 獠 剄 悍 歷 世 不 實 璜 征 討 平 之 開 置 三 郡 及 九 郡 属 國 三 十 餘 縣	Tiền tướng quân châu mục Vũ Bình Cửu Đức Tân Xương thổ địa hiểm trở Di Liêu hĩnh hãn lịch thế bất thực Hoàng chinh thảo bình chi khai trí tam quận cập Cửu quận thuộc quốc tam thập dư huyện	
吳 徵 璜 爲 武 昌 都 督 以 合 浦 太 守 修 元 代 之	Ngô trưng Hoàng vi Vũ Xương đô đốc dĩ Hợp Phố Thái thú Tu Nguyên đại chi	
土 人 請 留 璜 以 千 數 於 是 遣 還 舊 任	Thổ nhân thỉnh lưu Hoàng dĩ thiên sổ ư thị khiển hoàn cựu nhiệm	
及 吳 主 既 降 晉 手 書 遣 馬 息 融 勅 㱕 歸 順	Cập Ngô chủ ký hàng Tấn thủ thư khiển Mã Tức Dung sắc Hoàng quy thuận	
㱕 流 涕 數 日 遣 使 送 印	Hoàng lưu thế sổ nhật khiển sứ tống ấn	
綬 詣 洛 陽	thụ nghệ Lạc Dương	
晉 帝 詔 復 其 職 封 宛 陵 侯 改 冠 軍 將 軍	Tấn đế chiếu phục kì chức phong Uyển Lăng hầu cải Quán quân tướng quân	
璜 在 州 三 十 年 威 惠 素 著 爲 殊 俗 所 慕	Hoàng tại châu tam thập niên uy huệ tố trứ vi thù tục sở mộ	
及 卒 舉 州 啼 哭 如 䘮 慈 親	Cập tốt cử châu đề khốc như tang từ thân	
晉 帝 以 員 外 郎 散 騎 常 侍 吳 彦 爲 都 督 刺 史	Tấn đế dĩ Viên ngoại lang tán kị thường thị Ngô Ngạn vi Đô đốc thứ sử	
初 璜 之 死 九 真 戍 兵 作 亂 逐 太 守 其 渠 帥 趙 祉 圍 郡 彦 悉 平 之	Sơ Hoàng chi tử Cửu Chân thú binh tác loạn trục Thái thú kì cừ soái Triệu Chỉ vi quận Ngạn tất bình chi	
在 任 二 十 五 年 恩 威 宣 著	Tại nhiệm nhị thập ngũ niên ân uy tuyên trứ	
州 民 寧 靜 自 表 求 代 晉 帝 以 員 外 郎 散 騎 常 侍 顧 秘 代 之	Châu dân ninh tĩnh tự biểu cầu đại Tấn đế dĩ Viên ngoại lang tán kị thường thị Cố Bí đại chi	
秘 爲 人 温 良 純 雅 舉 州 愛 之 未 幾 卒	Bí vi nhân ôn lương thuần nhã cử châu ái chi vị cơ tốt	
州 人 逼 其 子 參 領 州 事	Châu nhân bức kì tử Tham lĩnh châu sự	
參 尋 卒 弟 壽 領 州 事 州 人 不 咱	Tham tầm tốt đệ Thọ lĩnh châu sự châu nhân bất thính	
壽 固 求 之 遂 領 州 事	Thọ cố cầu chi toại lĩnh châu sự	
迺 殺 長 吏 胡 肇 等 又 將 殺 帳	Nãi sát trưởng lại Hồ Triệu đẳng hựu tương sát trướng	
下 督 軍 梁 碩	hạ đốc quân Lương Thạc	
碩 走 得 免 起 兵 討 壽 擒 之	Thạc tẩu đắc miễn khởi binh thảo Thọ cầm chi	
壽 母 令 鴆 殺 之	Thọ mẫu lệnh chấm sát chi	
碩 遂 專 制 一 云 並 其 母 皆 鴆 殺 恐 民 情 不 叶 乃 令 璜 子 蒼 吳 太 守 威 領 刺 史	Thạc toại chuyên chế Nhất vân tịnh kì mẫu giai chậm sát khủng dân tình bất hiệp nãi lệnh Hoàng tử Thương Ngô Thái thú Uy lĩnh Thứ sử	
威 在 職 甚 得 百 姓 心 三 十 年 卒	Uy tại chức thậm đắc bách tính tâm tam thập niên tốt	
威 弟 淑 子 綏 相 繼 爲 刺 史	Uy đệ Thục tử Tuy tương kế vi Thứ sử	
自 基 至 綏 凡 四 世 並 爲 刺 史	Tự Cơ chí Tuy phàm tứ thế tịnh vi Thứ sử	
基 璜 之 祖 父 也	Cơ Hoàng chi tổ phụ dã	
戊 寅 東 晉 元 帝 司 馬 睿 大 興 元 年	Mậu Dần Đông Tấn Nguyên Đế Tư Mã Duệ Đại Hưng nguyên niên	
冬 十 月 晉 帝 詔 加 廣 州 刺 史 陶 侃 都 督 交 州 諸 軍 事	Đông thập nguyệt Tấn Đế chiếu gia Quảng Châu Thứ Sử Đào Khản Đô đốc Giao Châu chư quân sự	
壬 午 晉 永 年	Nhâm Ngọ Tấn Vĩnh niên	
昌 晋 王 敦 以 王 諒 爲 刺 史 使 攻 梁 碩	Xương Tấn Vương Đôn dĩ Vương Lượng vi Thứ sử sử công Lương Thạc	
碩 舉 兵 圍 諒 於 龍 編	Thạc cử binh vi Lượng ư Long Biên	
癸 未 晋 明 帝 紹 太 寧 元 年	Quý Mùi Tấn Minh Đế Thiệu Thái Ninh nguyên niên	
春 二 月 陶 侃 遣 兵 救 王 諒 未 至 梁 碩 拨 龍 編	Xuân nhị nguyệt Đào Khản khiển binh cứu Vương Lượng vị chí Lương Thạc bạt Long Biên	
奪 諒 節 諒 不 與 碩 斷 諒 左 臂 諒 曰 死 且 不 避 斷 臂 何 爲	Đoạt Lượng tiết Lượng bất dự Thạc đoạn Lượng tả tí Lượng viết Tử thả bất tị đoạn tí hà vi	
逾 旬 而 卒	Du tuần nhi tốt	
碩 據 州 凶 暴 失 眾 心	Thạc cứ châu hung bạo thất chúng tâm	
侃 遣 參 軍 高 寶 攻 碩 斬 之	Khản khiển Tham quân Cao Bảo công Thạc trảm chi	
晋 帝 以 侃 領 交 州 刺 史 進 號 征 南 大 將 軍 開 府 儀 同 三 司	Tấn Đế dĩ Khản lĩnh Giao Châu Thứ sử tiến hiệu Chinh Nam đại tướng quân khai phủ nghi đồng tam ti	
未 幾 吏 部 侍 郎 阮 放 求 爲 刺 史 晋 帝 許 之	Vị cơ Lại bộ thị lang Nguyễn Phóng cầu vi Thứ sử Tấn Đế hứa chi	
放 至 寧 浦 遇 寶 爲 設 饌 伏 兵 欲 殺 之	Phóng chí Ninh Phố ngộ Bảo vi thiết soạn phục binh dục sát chi	
寶 覺 舉 兵 擊 放 放 咸 之	Bảo giác cử binh kích Phóng Phóng hàm chi	
族 子 也 放 走 得 免 至 州 少 時 暴 頞 渴 死	tộc tử dã Phóng tẩu đắc miễn chí châu thiểu thời bạo át khát tử	
癸 丑 晋 穆 帝 珊 永 和 九 年	Quý Sửu Tấn Mục đế San Vĩnh Hoà cửu niên	
春 三 月 晋 阮 敷 爲 交 州 刺 史	Xuân tam nguyệt Tấn Nguyễn Phu vi Giao Châu Thứ sử	
敷 討	Phu thảo	
林 邑 破 五 十 餘 壘	Lâm Ấp phá ngũ thập dư luỹ	
初 晋 平 吳 徵 交 州 兵 交 州 刺 史 陶 璜 上 言 曰 交 州 外 距 林 邑 繩 數 千 里 夷 帥 范 熊 世 爲 逋 寇 自 稱 王 數 攻 百 姓 旦 連 扶 南 種 類 猥 多 明 黨 相 倚 負 險 不 實 往 隸 吳 時 劫 掠 良 民 殺 害 長 吏 臣 昔 爲 固 國 所 采 編 戍 在 南 十 有 餘 年 雖 剪 其 魁 桀 而 深 山 僻 穴 常 有 逋 竄 初 臣 所 統 之 卒 八 千 南 土 湿 潤 多 有 毒 氣 累 年 征 討 死 亡 减 耗 見 在 二 千 四 百 人 今 四 海 混 同 無 思 不 服 當 卷 甲 鎖 兵 令 其 損 約 以 示 單 弱 夫 風 塵 之 變 出 於 非 常 臣 亡 國 之 餘 議 不 足 取 晋 武 從 之 至 今 猶 見 其 效	Sơ Tấn bình Ngô trưng Giao Châu binh Giao Châu Thứ sử Đào Hoàng thượng ngôn viết Giao Châu ngoại cự Lâm Ấp thằng sổ thiên lí Di soái Phạm Hùng thế vi bô khấu tự xưng vương sổ công bách tính Đãn liên Phù Nam chủng loại ổi đa minh đảng tương ỷ phụ hiểm bất thực vãng lệ Ngô thời kiếp lược lương dân sát hại trưởng lại Thần tích vi cố quốc sở thái biên thú tại Nam thập hữu dư niên tuy tiễn kì khôi kiệt nhi thâm sơn tích huyệt thường hữu bô thoán Sơ thần sở thống chi tốt bát thiên Nam thổ thấp nhuận đa hữu độc khí luỹ niên chinh thảo tử vong giảm hao kiến tại nhị thiên tứ bách nhân Kim tứ hải hỗn đồng vô tứ bất phục đương quyển giáp toả binh lệnh kì tổn ước dĩ thị đơn nhược Phù phong trần chi biến xuất ư phi thường Thần vong quốc chi dư nghị bất túc thủ Tấn Vũ tòng chi chí kim do kiến kì hiệu	
