國 之 有 史 尙 矣	Nước có sử đã từ lâu	
耕 籍 田 於 龍 隊 徵 處 士 於 象 山 用 賢 良 創 立 校 有 帝 王 之 大 略	Cày ruộng tịch điền ở Long Đội mời người xử sĩ ở Tượng Sơn kén dùng hiền tài dựng mở trường học có mưu lược to lớn của bậc đế vương	
然 土 木 繁 興 以 金 玉 而 飭 其 宮 室 干 戈 屢 起 以 草 芥 而 視 其 人 民 雖 不 衰 其 可 得 乎 中 宗 奉 大 行 之 遺 詔 入 承 國 統 赦 母 弟 簒 弑 之 罪 而 政 失 於 柔 懦	Nhưng làm lắm việc thổ mộc lấy vàng ngọc trang sức cung lầu gây nhiều việc can qua coi nhân dân không khác cỏ rác dẫu muốn không suy có thể được không Trung tông vâng di chiếu của Đại Hành vào nối ngôi vua tha tội tranh cướp ngôi vua cho em cùng mẹ nhưng chính lệnh quá nhu nhược	
卧 朝 不 君 弑 兄 虐 以 火 焦 刀 鋸 而 爲 刑 以 木 杪 水 牢 而 為 獄 溺 乱 女 色 伐 性 傷 生 雖 不 亡 其 可 得 乎 盖 大 行 之 興	Ngoạ Triều không đáng ngôi vua giết anh ngược dân dùng hình bằng lửa đốt dao cưa làm ngục ở ngọn cây chuồng nước mê đắm nữ sắc thương tổn sinh linh dẫu muốn không mất có thể được không Là bởi Đại Hành dấy lên	
雖 出 於 心 及 其 亡 也 亦 由 三 綱 之 不 正 焉	Tuy là do lòng dân chúng kịp đến khi mất cũng do tam cương không chính	
大 行 廢 丁 皇 之 子 而 降 為 衛 王 則 無 君 臣 之 生 子 有 九 而 不 早 定 皇 儲 則 無 父 子 之 恩 立 后 有 五 而 上 蒸 丁 后 則 無 夫 婦 之 道 知 有 而 不 知 有 知 有 身 而 不 知 有 子 好 殺 而 不 好 生 好 刑 而 不 好 德 身 既 亡 而 國 隨 滅 由 不 仁 之 積 也	Đại Hành phế con Đinh Hoàng giáng làm Vệ Vương thế là không có nghĩa vua tôi sinh được chín con trai mà không sớm lập thái tử thế là không có ân cha con lập đến năm hoàng hậu mà lại gian dâm với bề trên là Đinh Hậu thế là không có đạo vợ chồng chỉ biết có lòng dục mà không biết tình nghĩa chỉ biết có mình mà không biết có con thích giết chết mà không thích làm sống thích hình phạt mà không thích ân đức mình chết thì nước cũng bị diệt theo là do chứa chấp điều bất nhân vậy	
李 太 祖 因 卧 朝 之 失 德 恊 震 文 之 休 祥 應 天 順 人 乘 時 啓 運 有 寬 人 之 大 度 有 宏 遠 之 䂓 模 迁 都 定 鼎 敬 天 愛 民 田 租 有 賜 賦 役 有 制 南 北 通 好	Lý Thái Tổ nhân Ngoạ Triều thất đức hiệp điềm tốt sét đánh thành chữ Chú giải ứng mệnh trời thuận lòng người thừa thời mở vận có đại độ khoan nhân có quy mô xa rộng dời đô định vạc kính trời yêu dân tô ruộng có lệnh tha phú dịch có mức độ Bắc Nam thông hiếu	
天 下 晏 然	Thiên hạ bình yên	
然 聖 不 開 儒 風 未 振 僧 尼 半 於 民 間 佛 寺 滿 於 天 下 非 創 業 垂 統 之 道 也	Song thánh học chẳng nghe nho phong chưa thịnh tăng ni chiếm nửa dân gian chùa chiền dựng đầy thiên hạ không phải là đạo sáng nghiệp truyền dòng vậy	
太 宗 勇 智 兼 全 征 伐 四 克 友 好 友 之 德 習 禮 樂 之 文 討 賊 平 戎 勸 農 耕 籍 伸 寃 有 鍾 制 刑 有 律 爲 守 成 之 令 主 也	Thái Tông trí dũng gồm hai đánh đâu được đấy có đức hiếu hữu học tập lễ nhạc dẹp giặc bình man cày tịch điền khuyến việc nông thân oan có chuông hình chế có luật là một bậc vua giỏi giữ nền nếp vậy	
然 耽 僊 遊 詩 偈 之 禪 感 西 天 調 之 曲 非 經 國 子 民 之 道 也	Song say thơ kệ đạo Phật ở chùa Tiên Du mê điệu hát Tây Thiên của nước Chiêm Thành không phải là đạo nuôi dân trị nước	
聖 宗 恤 民 重 農 柔 遠 迩 置 博 之 科 重 養 廉 之 令 秘 閣 之 有 其 官 明 倫 之 有 其 制 文 脩 武 僃 海 内 謐 寕 爲 嗣 德 之 賢 君 也	Thánh Tông thương dân trọng nông vỗ người xa yêu người gần đặt khoa bác học trọng lệnh dưỡng liêm đặt quan bí các làm đường Minh Luân sửa sang việc văn chuẩn bị việc võ trong nước đều yên tĩnh là bậc vua hiền nối đức trước vậy	
然 疲 民 力 以 築 報 天 之 㙮 費 民 財 以 造 霪	Song nhọc sức dân để xây tháp Báo Thiên phí của dân để dựng cung Dâm Đàn	
潭 之 宫 此 其 短 也	Đó là chỗ kém	
仁 宗 天 資 仁 孝 稱 爲 盛 德 重 名 臣 之 置 進 士 之 科 侍 經 筵 之 有 其 官 開 言 路 之 有 其 詔 求 賢 納 諫 薄 賦 輕 徭 故 身 致 太 平 俗 臻 殷 富 足 為 承 平 之 令 主 也	Nhân Tông tính trời nhân hiếu có tiếng đức tốt trọng kén chọn danh thần đặt khoa thi tiến sĩ có quan hầu kinh diên xuống chiếu mở đường nói cầu người hiền nghe lời can nhẹ thuế khoá ít phu dịch cho nên thân được hưởng thái bình dân trở nên giàu thịnh đáng gọi là bậc vua giỏi nối đời thái bình vậy	
然 開 覧 山 宴 而 咱 母 后 之 盤 遊 鑄 龜 田 鍾 而 僧 尼 之 簧 惑 此 其 失 也	Song Lãm Sơn mở tiệc để mẫu hậu dạo chơi Quy Điền đúc chuông cho bọn tăng ni lừa phỉnh đó là chỗ kém	
神 宗 脩 政 立 事 任 賢 使 設 宏 詞 之 科 定 兵 農 之 令 政 則 勤 矣	Thần Tông sửa sang chính sự nhậm dụng hiềm năng đặt khoa Hoành từ định lệnh binh nông kể về chính trị thế là siêng năng	
然 酷 好 祥 瑞 崇 尚 浮 屠 破 敵 而 㱕 功 於 佛 献 鹿 而 得 濫 其 官 何 其 愚 也 英 宗 設 講 武 之 塲 以 嚴 武 僃 脩 孔 子 之 庙 以	Song quá thích điềm lành sùng thượng đạo Phật thắng giặc cũng quy công cho Phật dâng hươu cũng cho lạm tước quan Sao mà ngu thế Anh Tông đặt ra trường giảng võ để nghiêm võ bị làm miếu Khổng Tử để	
振 文 風	Chấn văn phong	
籍 田 有 耕 圜 法 有 立 治 則 詳 矣	Cày ruộng tịch điền lập dàn Nam Giao kể mặt chính trị cũng hiểu rõ đấy	
然 儉 邪 莫 辨 賞 罰 不 明 任 奸 臣 而 開 象 脚 之 路 崇 信 佛 老 而 制 僧 道 之 科 何 其 暗 也 髙 宗 初 年 專 任 蘇 憲 誠 李 敬 脩 之 賢 臣 共 圖 政 治 賑 貧 有 令 求 賢 有 詔 故 天 資 嘉 瑞 以 前 其 政 猶 有 可 觀	Song không phân biệt được kẻ gian tà không công minh trong việc thưởng phạt yêu dùng kẻ gian thần mà gây ra thói tệ đoán mò Tin dùng đạo Phật đạo Lão mà đặt khoa tăng đạo sao mà u ám thế Cao Tông buổi đầu chuyên dùng các hiền thần là Tô Hiến Thành Lý Kính Tu cùng lo việc chính trị chẩn bần có lệnh cầu hiền có chiếu cho nên từ năm Thiên Tư Gia Thuỵ về trước chính sự còn khả quan	
至 天 嘉 寶 祐 以 後 土 木 蝟 興 盗 賊 蜂 起 而 亡 國 之 兆 已 萌 於 此 矣	Đến năm Thiên Gia Bảo Hựu về sau thổ mộc tủa dày như lông nhím giặc cướp nổi như đàn ong mà triệu chứng mất nước đã manh nha từ đấy	
惠 宗 縱 荒 淫 委 政 蘇 忠 嗣 陳 慶 餘 之 權 臣 君 弱 臣 強 天 怨 民 怒 政 暴 刑 繁 民 窮 盗 起 而 䘮 國 之 兆 以 决 於 斯 矣	Huệ Tông say đắm hoang dâm giao chính sự cho quyền thần Tô Trung Tự Trần Tự Khánh vua yếu tôi mạnh trời oán người giận chính lệnh bạo ngược hình phạt phiền hà dân nghèo giặc nổi mà cái điềm mất nước đã quyết định từ đấy	
加 以 昭 皇 女 主	Hơn nữa Chiêu Hoàng vua nữ	
負 苛 不 堪 陳 氏 因 之 以 移 李 祚 可 勝 惜 㢤 抑 又 論 之 李 朝 之 時 世 更 八 帝 傳 祚 二 百 餘 年 所 可 稱 者 太 祖 有 帝 王 之 量 太 宗 有 智 勇 之 資 聖 宗 有 愛 民 之 仁 仁 宗 有 惠 民 之 德	Gánh vác không kham họ Trần nhân đó mà dời ngôi nhà Lý đáng tiếc biết bao Hoặc lại bàn rằng Triều Lý trải tám đời vua ngôi truyền hơn hai trăm năm bậc đáng khen là Thái Tổ có độ lượng đế vương Thái Tông có tư chất trí dũng Thánh Tông có lòng yêu nước thương dân Nhân Tông có đức ban ơn dân	
然 太 祖 立 后 者 三 情 牽 於 爱 而 家 道 不 正	Song Thái Tổ lập hoàng hậu ba ngôi tình vấn vít yêu mà đạo nhà không chính	
太 宗 制 峯 有 五 當 哀 而 樂 而 孝 道 以	Thái Tông làm ra núi năm ngọn đương tang lại vui mà đạo hiếu đã vơi	
聖 宗 蹈 太 祖 之 轍 而 立 后 過 制	Thánh Tông theo vết của Thái Tổ mà lập hoàng hậu quá định chế	
仁 宗 惑 生 母 之 言 而 幽 殺 嫡 母 至 於 禁 嫁 百 官 之 女 則 神 宗 溺 乱 女 色 之 迷 也	Nhân Tông quá nghe theo lời của mẹ đẻ mà giam chết mẹ đích còn như cấm các quan gả con gái lấy chồng thì Thần Tông say đắm nữ sắc quá lắm	
爱 養 滛 乱 之 臣 則 英 宗 嬖 儉 人 之 過 也	Yêu nuôi kẻ bề tôi dâm loạn thì Anh Tông thật quá nuông chiều tiểu nhân	
髙 宗 以 荒 滛 爲 樂	Cao Tông lấy hoang dâm làm thích	
惠 宗 以 酒 色 自 娛	Huệ Tông lấy tửu sắc làm vui	
帝 王 脩 齊 治 平 之 道 果 如 是 乎 在 朝 之 臣 則 有 李 道 成 之 托 孤 蘇 憲 誠 之 輔 政 彷 彿 乎 伊 尹 周 公 之 忠 愛 固 可 嘉 矣	Đạo tu tề trị bình của đế vương có như thế chăng Bề tôi trong triều thì có Lý Đạo Thành được ký thác vua côi Tô Hiến Thành được giữ chức phụ chính cũng phảng phất như trung ái của Y Doãn Chu Công cố nhiên đáng khen	
至 於 陶 甘 沐 陶 碩 輔 梁 任 文 陶 處 中 李 道 紀 廖 嘉 貞 金 英 傑 曹 良 翰 楊 景 通 魏 仲 弘 刘 禹 儞 李 公 平 黄 義 賢 李 敬 脩 之 諸 彥 不 正 其 君 以 成 俗 宜 其 治 之 不 古 若 也	Còn những bậc như Đào Cam Mộc Đào Thạc Phụ Lương Nhậm Văn Đào Xử Trung Lý Đạo Kỷ Liêu Gia Trinh Kim Anh Kiệt Tào Lương Hàn Dương Cảnh Thông Nguỵ Trọng Hoằng Lưu Vũ Nễ Lý Công Bình Hoàng Nghĩa Hiền Lý Kính Tu không biết can vua để nêu tục tốt cho nên chính trị không được bằng đời cổ là phải	
他 如 杜 英 武 之 驕 滛 譚 以 之 暴 横 何 足 道 㢤	Đến như Đỗ Anh Vũ kiêu dâm Đàm Dĩ Mông ngang ngược có thể làm gì	
陳 太 宗 應 天 命 之 㱕 受 昭 皇 之 樿 有 仁 厚 之 德 有 簡 重 之 容 討 叛 保 民 設 科 取	Trần Thái Tông ứng mệnh trời trao cho nhận Chiêu Hoàng nhường ngôi có đức nhân hậu có tính giản dị chắc chắn đánh giặc yên dân mở khoa thi lấy	
士	người giỏi	
宰 相 則 擇 宗 室 賢 朝 典 則 定 禮 刑 律 陳 家 制 度 由 此 而 興	Tể tướng thì chọn người tôn thất hiền năng triều điển thì định ra lễ nghi hình luật chế độ nhà Trần do đấy hưng thịnh	
然 閨 門 慙 德 踵 於 唐 太 之 昏 風	Song chốn buồng the kém đức theo thói dâm bôn của Đường Thái Tông	
聖 宗 有 仁 恕 之 心 有 孝 悌 之 德 仁 親 睦 族 尊 賢 重 道 侍 經 筵 則 擇 其 賢 良 輔 東 宫 則 其 德 行 陳 家 基 業 由 此 而 固	Thánh Tông có lòng nhân thứ có đức hiếu đễ yêu người thân hoà trong họ tôn người hiền trọng đạo đức hầu kinh diên thì chọn người hiền lương giúp thái tử kén người đức hạnh cơ nghiệp nhà Trần do đấy cững bền	
然 釋 教 心 流 於 梁 武 之 弊 習	Song đạo Phật đắm lòng cùng một tệ tập như Lương Vũ Đế	
仁 宗 得 聖 賢 之 精 有 金 僊 之 相 體 質 渾 全 慈 仁 和 易	Nhân Tông được tinh anh của thánh hiền có tướng mạo của thần tiên thể chất hồn hậu hoàn toàn nhân từ hoà nhã giản dị	
下 詔 賑 貧 而 民 心 益 固 禦 戎 而 元 㓂 以 平 重 興 事 業 昭 映 千 古 足 爲 陳 家 之 賢 君	Xuống chiếu khẩn cấp người nghèo mà lòng dân cố kết chọn tướng chống cự nhung địch mà giặc Nguyên dẹp yên sự nghiệp trùng hưng rực rỡ thiên cổ đủ làm một bậc vua hiền của nhà Trần	
然 遊 心 釋 典 而 築 天 健 之 庵 給 養 僧 尼 而	Song vui lòng kinh Phật mà dựng am Thiên Kiện cấp nuôi tăng ni mà	
鑄 普 明 之 鼎 非 帝 王 之 治 也	Đúc vạc Phổ Minh không phải là trị đạo của đế vương	
英 宗 定 朝 班 文 武 之 階 制 士 人 科 之 式 大 旱 則 録 囚 大 飢 則 賑 貸 治 急 養 民 政 先 風 憲 文 物 制 度 渙 然 一 新 亦 足 為 陳 家 之 令 主	Anh Tông định cấp bậc triều ban của văn võ đặt quy thức khoa cử của sĩ nhân khi đại hạn thì soát ngục tha tù năm đói to thì cho vay phát chẩn trị đạo lấy nuôi dân làm kíp chính sự lấy phong hiến làm đầu văn vật chế độ một phen đổi mới cũng đủ làm bậc vua giỏi của nhà Trần	
然 從 沙 門 於 安 子 之 山 勞 民 力 於 英 雲 之 閣 非 帝 王 之 量 也	Song theo bọn sa môn ở núi Yên Tử làm nhọc sức dân xây gác Anh Vân không phải là độ lượng của đế vương	
明 宗 天 性 謙 冲 受 英 宗 議 逰 神 於 翰 墨 之 娛 馳 筆 於 水 雲 之 集 勸 賢 有 詩 嗜 酒 有 戒 似 可 稱 矣	Minh Tông tính thời khiêm hoà nhận Anh Tông nhường ngôi để tâm vào thú hàn mặc phóng bút trong tập Thuỷ Vân có thơ khuyên người hiền có bài răn uống rượu dường như cũng đáng khen	
然 官 制 冗 多 刑 獄 寃 濫 輕 信 克 終 之 奸 以 致 國 頊 之 死	Song quan chế phiền nhũng hình phạt nhiều oan nhẹ dạ tin mưu gian của Khắc Chung đến nỗi Quốc Chẩn phải chết	
不 爲 聰 明 之 玷 乎 憲 宗 天 資 英 睿 運 撫 承 平 撰 御 書	Há chẳng phải vết xấu của người thông minh ư Hiến Tông tư trời anh tuệ vận nối thái bình soạn ngự thư	
則 有 集 教 皇 子 則 有 詩 隨 朝 士 之 定 其 令 著 作 典 雅 之 有 其 官 築 石 堤 以 防 水 患 立 倉 漕 以 賑 流 民 亦 可 嘉 矣	Có tập dạy hoàng tử có thơ định lệnh học sĩ theo chầu đặt quan trước tác điển nhã đắp đê đá để phòng nước lụt tràn lập kho thóc để chẩn dân phiêu tán cũng đáng khen vậy	
然 逍 遙 於 甘 露 之 峰 勤 懇 於 瓊 林 之 佛 逐 日 博 戲 以 爲 娛 頻 年 災 異 而 不 不 為 人 明 之 累 乎 裕 宗 至 性 聰 敏 問 髙 明 武 僃 文 脩 四 夷 賓 服	Song rong chơi núi Cam Lộ chăm chút Phật Quỳnh Lâm hàng ngày cờ bạc ham vui luôn năm tai dị mà không biết há chẳng phải là luỵ cho người nhân minh ư Dụ Tông tính rất thông mẫn học vấn cao minh sửa sang văn vũ tứ di phục chầu	
紹 豐 大 治 之 時 政 事 悉 似 可 取 矣	Vào thời Thiệu Phong Đại Trị chính sự đều được ban hành dường như có phần khả thủ	
然 而 晚 節 信 任 鄒 庚 縱 聚 麀 之 開 暏 博 之 塲 荒 游 無 度 飢 饉 荐 臻 陳 家 之 業 由 此 而 衰	Song về sau tin dùng Trâu Canh làm điều loạn luân mở sòng đánh bạc hoang chơi vô độ đói kém xảy luôn cơ nghiệp nhà Trần từ đấy suy dần	
藝 宗 削 平 内 難 光 復 舊 物 有 敬 天 爱 民 之	Nghệ Tông dẹp yên nạn trong khôi phục ngôi cũ có lòng thực kính trời yêu dân	
實 有 保 制 治 之 䂓 僊 逰 有 取 士 之 科 葆 和 有 餘 暇 之 集 定 國 朝 禮 之 制 除 沙 州 截 脚 之 令 䂓 模 功 烈 炳 彪 宇 宙	Có quy mô giữ nước mưu trị thi lấy người giỏi ở núi Tiên Du làm tập Dư Hạ ở cung Bảo Hoà định chế độ lễ nghi trong triều bỏ mệnh lệnh cắt lấy đất bãi quy mô công liệt rực rỡ đất trời	
然 恭 儉 有 餘 而 剛 斷 不 足 外 而 占 㓂 侵 逼 京 畿 内 而 逆 胡 窺 窬 神 噐 陳 家 之 業 由 此 而 亡	Song đức cung kiệm có thừa mà tài cương đoán không đủ Ngoài thì giặc Chiêm lấn bức Kinh kỳ trong thì nghịch Hồ dòm ngó ngôi báu cơ nghiệp nhà Trần do đấy mà mất	
睿 宗 受 神 之 初 留 心 圖 治 練 兵 設 科 取 士 帝 箴 有 制 皇 訓 有 書 自 可 有 為	Duệ Tông mới được nhường ngôi lưu tâm lo trị chọn tướng rèn quân mở khoa thủ sĩ soạn bài để trâm làm sách hoàng huấn dường như cũng khá chịu làm	
