cn,sv,vi
"地賴以尊凜凜威風勁節
雨能不屈堂堂鐵石丹心","Địa lại dĩ tôn lẫm lẫm uy phong kính tiết;
Vũ năng bất khuất đường đường thiết thạch đan tâm.","Đất nhờ đó mà tôn nghiêm, lẫm liệt oai phong tiết tháo cứng cỏi;
Gió mưa cũng không khuất phục, đường đường sắt đá tỏ tấm lòng son."
"柳月同遊塵世遠
淸風引得白雲歸","Liễu nguyệt đồng du trần thế viễn;
Thanh phong dẫn đắc bạch vân quy.","Bát nguyệt đồng du trần thế viễn;
Tiêu phong dẫn đắc bạch vân quy."
"國土山川瞻帶遠
家鄉日月煥星旗","Quốc thổ sơn xuyên minh đời lệ;
Gia hương nhật nguyệt hoán tinh kỳ.","Thể giữ vùng non sông đất nước;
Để quê hương rực rỡ cờ sao."
"一江紅日高低路
兩岸淸風遠近圖","Nhất giang hồng nhật cao đê lộ;
Lưỡng ngạn thanh phong viễn cận đồ.","Đường cao thấp ven sông che mặt trời mới mọc;
Gió thổi mát đôi bờ như tranh vẽ gần xa."
"花雨無聲春散去
松煙有影月歸來","Hoa vũ vô thanh xuân tán khứ;
Tùng yên hữu ảnh nguyệt sử lai.","Mưa hoa không tiếng, mùa xuân tàn mất;
Khói toả thân từng bóng trúc gió lay."
"月光如水禪心淨
花氣隨風道骨清","Nguyệt quang như thuỷ thiền tâm khiết;
Hoa khí tuỳ phong đạo cốt thanh.","Ánh trăng như nước, lòng thiền tinh khiết;
Mùi hoa theo gió, đạo cốt sáng trong."
"四面翠屏山色秀
一江碧玉水光淸","Tứ diện thuý bình sơn sắc tú;
Nhất giang bích ngọc thuỷ quang thanh.","Bốn mặt bình phong màu núi đẹp;
Một dòng sông ngọc nước trong veo."
"墻外清波魚戲水
庭中雅座客吟詩","Hạn ngoại thanh ba ngư hý thuỷ;
Đình trung nhã toạ khách ngâm thi.","Ngoài hiên gợn sóng cá giỡn nước;
Trong lầu nhàn tàn khách ngâm thơ."
"靜院閒庭境中有眞趣
奇花異草眼前即自然","Tĩnh viện nhàn đình, cảnh trung hữu chân thú;
Kỳ hoa dị thảo, nhãn tiền tức tự nhiên.","Viện tĩnh đình nhàn, phong cảnh xiết bao kỳ thú;
Hoa thơm cỏ lạ, ngắm nhìn mới thấy tự nhiên."
"樓上觀魚悠然自得
梅邊聽鳥樂以忘憂","Lâu thượng quan ngư du nhiên tự đắc;
Mai biên thính điểu lạc di vong ưu.","Lầu thượng quan ngư du nhiên tự đắc;
Mai biên thính điểu lạc di vong ưu."
"花連酒客容先醉
柳向詩人眼倍情","Hoa phùng tửu khách dung tiên tuý;
Liễu hướng thi nhân, nhãn bội tình.","Hoa bên khách rượu, mặt trước đỏ;
Liễu cạnh nhà thơ, mắt gợi tình."
"蝶戀香花翻粉翅
風扶翠柳作輕吟","Điệp luyến hương hoa phiền phấn xí;
Phong phù thuý liễu tác khinh ngâm.","Bướm luyến hoa hương, phờ phất cánh;
Gió nâng liễu biếc rì rào ngâm."
"大海滄茫風景這邉獨好
彩雲爛漫江山如此多嬌","Đại hải thương mang, phong cảnh giá biên độc hảo;
Thái vân lạn mạn, giang sơn như thử đa kiều.","Biển rộng bao la, phong cảnh bên này cực đẹp;
Ánh mây rực rỡ, non sông như thế tuyệt vời."
"萬頃波光疑是鏡
一痕月色宛如弓","Vạn khoảnh ba quang nghi thị kính;
Nhất ngấn nguyệt sắc uyển như cung.","Muôn dặm sóng long lanh nhìn tựa kính;
Một vầng trăng ánh bạc uốn như cung."
"萬頃煙波幾曾吞興亡成敗
百年身世又來看滄海桑田","Vạn khoảnh yên ba, kỷ tằng thôn hưng vong thành bại;
Bách niên thân thế, hựu lai khan thương hải tang điền.","Vạn khoảnh khói sóng, từng đã trải hưng vong thành bại;
Trăm năm thân thế, lại được nhìn bãi bể nương dâu."
"波涵臺閣魚戲浪
日照瓊樓燕啄泥","Ba hàm hoạ các ngư hý lãng;
Nhật chiếu quỳnh lâu yến trác nê.","Nước soi gác về, cá giỡn sóng;
Trời chiếu lâu quỳnh, yến tha bùn."
"渠養百花惟曉露
能生萬物是春風","Từu dưỡng bách hoa duy hiểu lộ;
Năng sinh vạn vật thị xuân phong.","Tưới tẩm trăm hoa, chỉ sương sớm;
Nảy sinh muôn vật, ấy gió xuân."
"擧步上高樓把酒品茶浩蕩乾坤在安定
開杯向大海閱今款古飛流歲月頌淸平","Cử bộ thượng cao lâu, bả tửu phẩm trà, hạo đãng càn khôn tại an định
Khai bôi hướng đại hải, duyệt kim khỏan cổ, phi lưu tuế nguyệt tụng thanh bình.","Cất bước lên lầu cao, rượu quý trà ngon, rộng lớn càn khôn ở yên định;
Nâng ly hướng biển rộng ưa kim chuộng cổ kéo dài năm tháng ngợi thanh bình."
"抱月懷風覽勝跡名樓我原過客；
移宮換徵彈高山流水誰是知音。","Bão nguyệt hoài phong, lãm thắng tích danh lâu, ngã nguyên quá khách;
Di cung hoán trưng, đàn cao sơn lưu thuỷ, thùy thị tri âm.","Trăng gió mơ màng, với chỗ đẹp lầu cao ta là quá khách;
Cung bậc đổi khác, hỏi non cao nước chảy ai kẻ tri âm."
"到此俗慮全消領略四時風月好；
使我吟懷欲放登臨一嘯海天空。","Đáo thử tục lự toàn tiêu, lĩnh lược tứ thì phong nguyệt hảo;
Sử ngã ngâm hoài dục phóng, đăng lâm nhất khiếu hải thiên không.","Đến đây lo nghĩ tiêu tan, lãnh đủ bốn mùa trăng gió đẹp;
Làm ta muốn ngâm cho thỏa, hú lên một tiếng biển trời không."
"步步小心謹防前頭路窄
層層著眼須知後面山高","Bộ bộ tiểu tâm, cẩn phòng tiền đầu lộ trách;
Tằng tằng trước nhãn, tu tri hậu diện sơn cao.","Giữ gìn từng bước, đề phòng trước mặt đường hẹp;
Để mắt khi leo, phải biết sau lưng núi cao."
"有景有情君休忙坐坐又走
好山好水我只想看看再來","Hữu cảnh, hữu tình, quân hữu bận tọa tọa hữu tấu;
Hảo sơn, hảo thuỷ, ngã chỉ tưởng, khán khán tái lai.","Có cảnh có tình, ông đừng ngại, nghỉ chút rồi đi;
Đẹp non đẹp nước, tôi chỉ mong, có ngày xem lại."
"花好月圓昔日曾共硯
志同道合今宵慶合歡","Hoa hảo nguyệt viên, tích nhật tằng cộng nghiễn;
Chí đồng đạo hợp, kim tiêu khánh hợp hoan.","Hoa đẹp trăng tròn, ngày trước đã cùng ngắm cảnh;
Chí đồng đạo hợp, đêm nay mừng được chung vui."
"江上漁歌白鷗對舞
舟中春暖紫燕雙飛","Giang thượng ngư ca, bạch âu đối vũ;
Chu trung xuân noãn, tử yến song phi.","Thuyền chài hát trên sông, âu trắng sánh múa;
Xuân ấm đến trong thuyền, yến tía cùng bay."
"此去夫家長協作；
莫忘母氏久劬勤。","Thử khứ phu gia trường hiệp tác;
Mạc vong mẫu thị cửu cù cần.","Từ nay nhà chồng mãi chung sống;
Chớ quên lòng mẹ chữ cù lao."
"交杯勿墜青雲志；
蜜月應存立業心。","Giao bôi vật trụy thanh vân chí;
Mật nguyệt ưng tồn lập nghiệp tâm.","Sau rượu cưới chí thanh vân chớ nhụt;
Tuần trăng mật lòng lập nghiệp nên còn."
"同德同心家道盛
相親相愛情篤長","Đồng đức, đồng tâm, gia đạo thịnh;
Tương thân, tương ái, tình nghĩa trường.","Đồng đức, đồng tâm, đạo nhà thịnh;
Tương thân tương ái, tình nghĩa dài."
"花從靜處香能久
愛到醇時品自高","Hoa tòng tĩnh xứ, hương năng cửu;
Ái đáo thuần thời, phẩm tự cao.","Hoa nơi thanh tịnh, hương bền giữ;
Yêu đến chân thành, phẩm tự cao."
"翠浪映碧空萬歌燕舞
白雲繞青壑柳黛桃紅","Thúy lãng ảnh bích không, oanh ca yến vũ;
Bạch vân nhiễu thanh khê, liễu lục đào hồng.","Sóng biếc ánh trời xanh, oanh ca yến múa;
Mây trắng trùm vực thẳm, liễu thắm đào hồng."
"富國興邦人敬財旺
移風易俗地美天新","Phú quốc hùng bang, nhân hoan, tài vượng;
Di phong dịch tục, địa mỹ thiên tân.","Nước nhà mạnh giàu, người vui, của lắm;
Phong tục thay đổi, đất đẹp, trời quang."
"魚戀水水關憐魚躍
鳥愛天天高任鳥飛","Ngư luyến thủy, thủy khoát bằng ngư dược;
Điểu ái thiên, thiên cao nhậm điểu phi.","Cá luyến nước, nước rộng chỗ cá nhảy;
Chim yêu trời, trời cao thỏa chim bay."
"富裕花開香萬里
豐收酒溢醉千家","Phú dụ hoa khai, hương vạn lý;
Phong thu tửu dật, túy thiên gia.","Giàu có nở hoa, hương vạn dặm;
Được mùa thừa rượu, say ngàn nhà."
"雄心開劍千秋業
妙手繪成永世圖","Hùng tâm khai sáng thiên thu nghiệp;
Diệu thủ hội thành vĩnh thế đồ.","Lòng hùng, sự nghiệp ngàn năm khai sáng;
Tay giỏi họa đồ muôn thuở tạo nên."
"山青水秀風光好
人壽年豐喜慶多","Sơn thanh thủy tú, phong quang hảo;
Nhân thọ niên phong, hỉ khách đa.","Non xanh nước biếc phong quang lắm;
Người thọ mùa vui lễ hội nhiều."
"影雲開泰日
瑞雨兆豐年","Ảnh vân khai thái nhật;
Thụy vũ triệu phong niên.","Mây cảnh mở ngày hanh thái;
Mưa lành báo năm được mùa."
"月移梅影橫窗牖
風送蘭香入座清","Nguyệt di mai ảnh hoành song sấu;
Phong tống lan hương nhập tọa thanh.","Trăng chuyển bóng mai gãy vắt ngang cửa sổ;
Gió đưa hương lan trong mát vào chỗ ngồi."
"巖地平安增百福
安民喜慶集千祥","Trấn địa bình an tăng bách phúc;
An dân hỷ khách tập thiên tường.","Đất giữ bình an, tăng thêm trăm phúc;
Dân yên vui vẻ, đông lại nghìn lành."
"千歲光陰蔭陰茂
九天雨露國恩榮","Thiên tuế quang âm từ ấm mậu;
Cửu thiên vũ lộ quốc ân vinh.","Nghìn năm ngày tháng, bóng từ bi che rợp;
Chín tầng trời mưa móc, nước ban ân vẻ vang."
"英風遠界江天外
坤德長垂澤國中","Anh phong viễn giới giang thiên ngoại;
Khôn đức trường thủy trạch quốc trung.","Ngọn gió lành cách xa, từ con sông ngoài trời thổi tới;
Đức độ đẫng mẫu nghi rủ mãi, ban ân trạch trong dân."
"靈光威水畔
瑞氣繞村圍","Linh quang uy thủy bạn;
Thụy khí nhiễu thôn vi.","Ánh sáng thiêng soi bên nước;
Khí lành vây quanh thôn."
"山脈土城名勝地
春臺壽域太平春","Sơn mạch thổ thành danh thắng địa;
Xuân đài thọ vực thái bình xuân.","Mạch núi thành đất nên danh thắng địa;
Đài xuân vực thọ hưởng thái bình xuân."
"天尊地立綱常柱
氣正流形道義根","Thiên tôn địa lập cương thường trụ;
Khí chính lưu hình đạo nghĩa căn.","Trời cao đất dựng cương thường vững;
Chính khí lưu hành đạo nghĩa sâu."
"古造今修傳萬代
上行下效有一心","Cổ tạo kim tu truyền vạn đại;
Thượng hành hạ hiệu hữu nhất tâm.","Xưa tạo dựng, nay trùng tu truyền vạn thuở;
Trên thực hành, dưới làm theo, phải một lòng."
"山深寺古人非俗
水遠花邃境亦仙","Sơn thâm tự cổ nhân phi tục;
Thủy viễn hoa túy cảnh diệc tiên.","Núi sâu chùa cổ người không tục;
Sông chảy hoa tươi cảnh cõi tiên."
"景靜樓清千色媚
地靈草翠四辰春","Cảnh tĩnh lâu thanh thiên sắc mỹ;
Địa linh thảo thúy tứ thời xuân.","Cảnh tĩnh lầu thanh muôn vẻ đẹp;
Đất thiêng cỏ biếc bốn mùa xuân."
"天上英靈傳影響
春臺共樂樂英靈","Thiên thượng anh linh truyền ảnh hưởng;
Xuân đài cộng lạc trấn anh linh.","Sự anh linh từ trên trời truyền về hình bóng và tiếng nói;
Vui chung ở đài xuân, giữ gìn sự anh tuấn linh thiêng."
"寄宿空門觀自在
厚培福址享天然","Ký túc không môn quan tự tại;
Hậu bồi phúc chỉ hưởng thiên nhiên.","Ngủ nhờ ở cửa không, xem cảnh tự tại;
Đắp dày nền phúc, hưởng thú vui thiên nhiên."
"直入無爲芝景秀
廣開方美淡滿園","Trực nhập vô vi chi cảnh tú;
Quảng khai phương tiện đạm bố viên.","Vào thẳng chốn vô vi thanh tú;
Mở đường phương tiện cảnh điền viên."
"靈聲永揭山河鏡
浩氣長扶草樹春","Linh thanh vĩnh yết sơn hà kính;
Hạo khí trường phù thảo thụ xuân.","Tiếng thiêng cao vọi gương non nước;
Hạo khí mãi phù cây cỏ xuân."
"皎皎金波涵玉盞
霏霏白露散瓊漿","Kiều kiều kim ba hàm ngọc trản;
Phi phi bạch lộ tán quỳnh tương.","Lấp lánh sóng vàng đầy chén ngọc;
Lay phay móc trắng thấm say lòng."
"一水前開明善地
眾星環抱珍屯基","Nhất thủy tiền khai minh thiện địa;
Chúng tinh hoàn bão tuỵ trấn cơ.","Một dòng nước phía trước, mở thế đất mình đường hiếu thiện;
Các ngôi sao vây quanh, tạo nên móng tập hợp khí lành."
"雲菁秀鐘世出女中堯舜
義興顯應名留天下聖神","Văn Cát tú chung thế xuất nữ trung Nghiêu Thuấn
Nghĩa hưng hiển ứng danh lưu thiên hạ thánh thần","Văn cát lạ kỳ, gái trần thế này nơi Nghiêu Thuấn
Nghĩa hưng hiển ứng, danh thiên hạ vào bậc Thánh hiền"
"法妙三乘忍草靈花普秀
神通六智心春意葉長垂","Pháp diệu tam thừa nhẫn thảo linh hoa phổ tú
Thần thông lục trí tâm hương ý diệp trường thùy","Diệu pháp tam thừa, cỏ nhẫn hoa linh đều rực rỡ
Thần thông lục trí, hương tâm, lá ý thảy lâu dài"
"寺古壞煌嚴聖像
佛前琢舍渡群生","Tự cổ huy hoàng nghiêm thánh tượng
Phật tiến thí xá độ quần sinh","Chùa cổ huy hoàng nghiêm về thánh
Phật bày thí xá cứu quần sinh"
"五載貞傳啟迪後人深似海
一誠齋浴魁皐北斗重如山","Ngũ giới chân truyền khải dịch hậu nhân thâm tự hải
Nhất thành trại bát kiều chiêm Bắc đẩu trọng như sơn","Truyền răn năm điều, ơn dấu người sau sâu tựa biển
Trai bát một niệm, ngựa trông Bắc đẩu nặng tây non"
"帝居南國山河十子芬芳垂弗替；
佛祖西天道教萬年瞻仰永無窮。","Đế cư Nam quốc sơn hà thập tử phân phương thùy phất thế
Phật tổ Tây thiên đạo giáo vạn niên chiêm ngưỡng vĩnh vô cùng","Vua ở nước Nam, núi sông bao la, con cháu muôn đời thơm ngát
Phật tổ Tây thiên, đạo giáo vạn năm chiêm ngưỡng mãi đến vô cùng"
"紫山宛擢石痕先天地化生之理
蘇水逆流枝葉奪鬼神玄妙之機","Sài sơn uyển trích thạch ngân tiên thiên địa hóa sinh chi lý
Tô thủy nghịch lưu trượng tích đoạt quỷ thần huyền diệu chi cơ","Ngấn đá non Sài để lại, vượt nghĩa lý hóa sinh trời đất,
Dấu trường dòng Tô trôi ngược, cướp cơ mưu huyền diệu quỷ thần"
"秀之敏英之鍾神聖得之生翼振山河靈蹟至今存異史
雲可騰水可履真經如可樹樂鴻宇宙雄風於是播全球","Tú chi mẫn anh chi chung thần thánh đắc chi sinh; Dực Chẩn sơn hà linh tích chí kim tồn dị sử
Vân khả đằng thủy khả lý chân kinh như khả thụ; Lạc Hồng vũ trụ hùng phong ư thị bá toàn cầu","Dục tú ấy, chung anh này, thần thánh được mà sinh, dấu thiêng cương giới non sông đến nay còn di sử
Mây khả cưỡi, nước khả vượt, chân kinh nhẽ được trao, đất nước Lạc Hồng hùng phong tỏ toàn cầu"
"快樂鄉村均享遐齡之慶
優遊高貴久涵聖域之心","Khoái lạc hương thôn quân hưởng hà linh chi khánh
Ưu du thương giá cửu hàm thánh vực chi tâm","Cùng chung hưởng phúc cao niên, xóm thôn vui hưởng
Mãi được nương nhờ cõi thánh, buồn bã ung dung"
"棟宇巍巍顯應長昭神妙等
門扃蕩蕩仰瞻如見佛真經","Đống vũ nguy nguy hiển ứng trường chiêu thần diệu đẳng
Môn quynh đãng đãng ngưỡng chiêm như kiến Phật chân kinh","Cột mái nguy nga, hiển ứng mãi nêu nơi thần diệu
Cửa vào rộng rãi, ngửa xem như thấy đức phật kinh"
"柴山聖化帝位前身貉越千秋存顯蹟
天寺靈光禪門勝景龍城萬古此名藍","Sài sơn thánh hóa đế vị tiền thân Lạc Việt thiên thu tồn hiển tích
Thiên tự linh quang thiền môn thắng cảnh long thành vạn cổ thử danh lam","Non Sài thánh hóa, tiên thân nói đế, Lạc Việt ngàn năm đầy hiển tích
Chùa thiêng Linh quang, thắng cảnh cửa thiền, Long Thành muôn thuở dấy danh lam"
