cn,sv,vi
阮時雍,Nguyễn Thì Ung,Nguyễn Thì Ung
使黎得朋,Sử Lê Đắc Bằng,Sử Lê Đắc Bằng
暴,Bạo,Bạo
黎濬,Lê Tuấn,Lê Tuấn
秦政,Tần Chính,Tần Chính
魏罃,Nguỵ Oanh,Nguỵ Oanh
宋花綱,Tống Hoa Cương,Tống Hoa Cương
秦阿房,Tần A Phòng,Tần A Phòng
海陽京北,Hải Dương Kinh Bắc,Hải Dương Kinh Bắc
子模,Tử Mô,Tử Mô
勝种,Thắng Chủng,Thắng Chủng
錦江王,Cẩm Giang Vương,Cẩm Giang Vương
天健,Thiên Kiện,Thiên Kiện
河清海清,Hà Thanh Hải Thanh,Hà Thanh Hải Thanh
葆,Bảo,Bảo
東巖,Đông Nham,Đông Nham
黎瑀,Lê Vũ,Lê Vũ
范盛陳能,Phạm Thịnh Trần Năng,Phạm Thịnh Trần Năng
錦江王漴,Cẩm Giang Vương Sùng,Cẩm Giang Vương Sùng
靖亮,Tĩnh Lượng,Tĩnh Lượng
瀛,Doanh,Doanh
涓,Quyên,Quyên
壽梅,Thọ Mai,Thọ Mai
阮敬,Nguyễn Kính,Nguyễn Kính
瑀,Vũ,Vũ
此錦江王,Thử Cẩm Giang Vương,Thử Cẩm Giang Vương
同樂,Đồng Lạc,Đồng Lạc
楊直原范盛陳能,Dương Trực Nguyên Phạm Thịnh Trần Năng,Dương Trực Nguyên Phạm Thịnh Trần Năng
朱橋,Châu Cầu,Châu Cầu
寶陀仁睦紅梅燒身,Bảo Đà Nhân Mục Hồng Mai Thiêu Thân,Bảo Đà Nhân Mục Hồng Mai Thiêu Thân
青陽,Thanh Dương,Thanh Dương
程志,Trình Chí,Trình Chí
森黎廣度,Sâm Lê Quảng Độ,Sâm Lê Quảng Độ
諒山太原宣光安邦,Lạng Sơn Thái Nguyên Tuyên Quang Yên Bang,Lạng Sơn Thái Nguyên Tuyên Quang Yên Bang
菩提春耕,Bồ Đề Xuân Canh,Bồ Đề Xuân Canh
陳氏松,Trần Thị Tùng,Trần Thị Tùng
簡脩公,Giản Tu Công,Giản Tu Công
麗景,Lệ Cảnh,Lệ Cảnh
扶軫安陵,Phù Chẩn An Lăng,Phù Chẩn An Lăng
愍厲,Mẫn Lệ,Mẫn Lệ
安朗,Yên Lãng,Yên Lãng
東臯,Đông Cao,Đông Cao
及悔,Cập Hối,Cập Hối
阮文郎将,Nguyễn Văn Lang Tương,Nguyễn Văn Lang Tương
北使,Bắc Sứ,Bắc Sứ
按洪順治,Án Hồng Thuận Trị,Án Hồng Thuận Trị
按阮煜洪順中興,Án Nguyễn Dục Hồng Thuận Trung Hưng,Án Nguyễn Dục Hồng Thuận Trung Hưng
种勝,Chủng Thắng,Chủng Thắng
承業,Thừa Nghiệp,Thừa Nghiệp
乂安安邦,Nghệ An Yên Bang,Nghệ An Yên Bang
太阿,Thái A,Thái A
以杜絪,Dĩ Đỗ Nhân,Dĩ Đỗ Nhân
黎廣度黎琱阮文郎黎嵩刘,Lê Quảng Độ Lê Điêu Nguyễn Văn Lang Lê Tung Lưu,Lê Quảng Độ Lê Điêu Nguyễn Văn Lang Lê Tung Lưu
興孝程志森鄭綏梁得朋杜履謙丁󱴏鄧鳴謙杜絪黎鼐譚慎簡,Hưng Hiếu Trình Chí Sâm Trịnh Tuy Lương Đắc Bằng Đỗ Lí Khiêm Đinh Cường Đặng Minh Khiêm Đỗ Nhân Lê Nãi Đàm Thận Giản,Hưng Hiếu Trình Chí Sâm Trịnh Tuy Lương Đắc Bằng Đỗ Lí Khiêm Đinh Cường Đặng Minh Khiêm Đỗ Nhân Lê Nãi Đàm Thận Giản
端慶黎濬,Đoan Khánh Lê Tuấn,Đoan Khánh Lê Tuấn
徽慈荘惠建,Huy Từ Trang Huệ Kiến,Huy Từ Trang Huệ Kiến
命殿,Mệnh Điện,Mệnh Điện
瑞陽,Thuỵ Dương,Thuỵ Dương
鄭維岱,Trịnh Duy Đại,Trịnh Duy Đại
黎茂昭,Lê Mậu Chiêu,Lê Mậu Chiêu
阮伯佺即阮俊,Nguyễn Bá Thuyên Tức Nguyễn Tuấn,Nguyễn Bá Thuyên Tức Nguyễn Tuấn
伯譚慎徽,Bá Đàm Thận Huy,Bá Đàm Thận Huy
御天,Ngự Thiên,Ngự Thiên
羙舍,Mĩ Xá,Mĩ Xá
徽慈荘惠建皇,Huy Từ Trang Huệ Kiến Hoàng,Huy Từ Trang Huệ Kiến Hoàng
顯祖宣祖太祖皇帝皇,Hiển Tổ Tuyên Tổ Thái Tổ Hoàng Đế Hoàng,Hiển Tổ Tuyên Tổ Thái Tổ Hoàng Đế Hoàng
配天裕聖温良光明文哲寬弘彰信綏休睦孝建皇帝,Phối Thiên Dụ Thánh Ôn Lương Quang Minh Văn Triết Khoan Hoằng Chương Tín Tuy Hưu Mục Hiếu Kiến Hoàng Đế,Phối Thiên Dụ Thánh Ôn Lương Quang Minh Văn Triết Khoan Hoằng Chương Tín Tuy Hưu Mục Hiếu Kiến Hoàng Đế
建皇,Kiến Hoàng,Kiến Hoàng
徽慈荘惠嘉亮柔聖和穆信謙明正懿淳福慶皇,Huy Từ Trang Huệ Gia Lượng Nhu Thánh Hoà Mục Tín Khiêm Minh Chính Ý Thuần Phúc Khánh Hoàng,Huy Từ Trang Huệ Gia Lượng Nhu Thánh Hoà Mục Tín Khiêm Minh Chính Ý Thuần Phúc Khánh Hoàng
荘定大王,Trang Định Đại Vương,Trang Định Đại Vương
穆懿王,Mục Ý Vương,Mục Ý Vương
翼恭王漴,Dực Cung Vương Sùng,Dực Cung Vương Sùng
鎣,Doanh,Doanh
以吳煥,Dĩ Ngô Hoán,Dĩ Ngô Hoán
清華賛,Thanh Hoa Tán,Thanh Hoa Tán
大越史記本紀實六卷之十四終,Đại Việt Sử Ký Bản Kỷ Thực Lục Quyển Chi Thập Tứ Chung,Đại Việt Sử Ký Bản Kỷ Thực Lục Quyển Chi Thập Tứ Chung
襄翼帝諱瀠,Tương Dực Đế Huý Doanh,Tương Dực Đế Huý Doanh
晭聖宗,Trừu Thánh Tông,Trừu Thánh Tông
建王鑌,Kiến Vương Tân,Kiến Vương Tân
鄭惟㦃,Trịnh Duy Sản,Trịnh Duy Sản
元陵,Nguyên Lăng,Nguyên Lăng
徽慈建皇,Huy Từ Kiến Hoàng,Huy Từ Kiến Hoàng
瑄,Tuyên,Tuyên
雷陽水注,Lôi Dương Thuỷ Chú,Lôi Dương Thuỷ Chú
仲峯,Trọng Phong,Trọng Phong
简脩,Giản Tu,Giản Tu
及威,Cập Uy,Cập Uy
以端慶,Dĩ Đoan Khánh,Dĩ Đoan Khánh
威穆帝,Uy Mục Đế,Uy Mục Đế
天保,Thiên Bảo,Thiên Bảo
仁海,Nhân Hải,Nhân Hải
靈隱王,Linh Ẩn Vương,Linh Ẩn Vương
襄翼帝,Tương Dực Đế,Tương Dực Đế
庚午洪順,Canh Ngọ Hồng Thuận,Canh Ngọ Hồng Thuận
明正德,Minh Chính Đức,Minh Chính Đức
黎輔,Lê Phụ,Lê Phụ
黎伯璘,Lê Bá Lân,Lê Bá Lân
瑞,Thuỵ,Thuỵ
黎荗昭,Lê Mậu Chiêu,Lê Mậu Chiêu
阮弘裕,Nguyễn Hoằng Dụ,Nguyễn Hoằng Dụ
安和,An Hoà,An Hoà
阮伯俊改伯佺,Nguyễn Bá Tuấn Cải Bá Thuyên,Nguyễn Bá Tuấn Cải Bá Thuyên
由禮,Do Lễ,Do Lễ
󰦛書,Đôn Thư,Đôn Thư
清華參,Thanh Hoa Tham,Thanh Hoa Tham
良文,Lương Văn,Lương Văn
譚慎徽,Đàm Thận Huy,Đàm Thận Huy
譚慎徽東,Đàm Thận Huy Đông,Đàm Thận Huy Đông
阮文泰兵,Nguyễn Văn Thái Binh,Nguyễn Văn Thái Binh
黎承休通,Lê Thừa Hưu Thông,Lê Thừa Hưu Thông
阮鋒,Nguyễn Phong,Nguyễn Phong
阮絅侍,Nguyễn Quýnh Thị,Nguyễn Quýnh Thị
武幹提,Vũ Cán Đề,Vũ Cán Đề
阮𠃔文通,Nguyễn Doãn Văn Thông,Nguyễn Doãn Văn Thông
䏓好行,Nguyễn Hảo Hành,Nguyễn Hảo Hành
時承休,Thời Thừa Hưu,Thời Thừa Hưu
阮文俊,Nguyễn Văn Tuấn,Nguyễn Văn Tuấn
岳,Nhạc,Nhạc
阮克諧,Nguyễn Khắc Hài,Nguyễn Khắc Hài
重華,Trùng Hoa,Trùng Hoa
萬壽謹德敬天,Vạn Thọ Cẩn Đức Kính Thiên,Vạn Thọ Cẩn Đức Kính Thiên
惟東,Duy Đông,Duy Đông
阮領,Nguyễn Lĩnh,Nguyễn Lĩnh
東河,Đông Hà,Đông Hà
三島,Tam Đảo,Tam Đảo
天武,Thiên Võ,Thiên Võ
聖威,Thánh Uy,Thánh Uy
天保聖,Thiên Bảo Thánh,Thiên Bảo Thánh
太白,Thái Bạch,Thái Bạch
體,Thể,Thể
杜岳,Đỗ Nhạc,Đỗ Nhạc
得朋,Đắc Bằng,Đắc Bằng
帝舜,Đế Thuấn,Đế Thuấn
賈誼,Giả Nghị,Giả Nghị
高祖,Cao Tổ,Cao Tổ
蒭,Su,Su
加紹,Gia Thiệu,Gia Thiệu
黎廣度平,Lê Quảng Độ Bình,Lê Quảng Độ Bình
初景統,Sơ Cảnh Thống,Sơ Cảnh Thống
作天光,Tác Thiên Quang,Tác Thiên Quang
蕉園寶陀,Tiêu Viên Bảo Đà,Tiêu Viên Bảo Đà
鎮宇皇城,Trấn Vũ Hoàng Thành,Trấn Vũ Hoàng Thành
蕉園,Tiêu Viên,Tiêu Viên
安寕安謨奉化家遠,Yên Ninh Yên Mô Phụng Hoá Gia Viễn,Yên Ninh Yên Mô Phụng Hoá Gia Viễn
若清潭今,Nhược Thanh Đàm Kim,Nhược Thanh Đàm Kim
清池上福清威慈廉,Thanh Trì Thượng Phúc Thanh Oai Từ Liêm,Thanh Trì Thượng Phúc Thanh Oai Từ Liêm
杜履謙翰,Đỗ Lí Khiêm Hàn,Đỗ Lí Khiêm Hàn
阮秉和超類永世,Nguyễn Bỉnh Hoà Siêu Loại Vĩnh Thế,Nguyễn Bỉnh Hoà Siêu Loại Vĩnh Thế
文献,Văn Hiến,Văn Hiến
阮德光通,Nguyễn Đức Quang Thông,Nguyễn Đức Quang Thông
阮明行,Nguyễn Minh Hành,Nguyễn Minh Hành
置直金光,Trí Trực Kim Quang,Trí Trực Kim Quang
以費萬全永類春池,Dĩ Phí Vạn Toàn Vĩnh Loại Xuân Trì,Dĩ Phí Vạn Toàn Vĩnh Loại Xuân Trì
范謙柄,Phạm Khiêm Bính,Phạm Khiêm Bính
僉都,Thiêm Đô,Thiêm Đô
加良文伯阮時雍奉,Gia Lương Văn Bá Nguyễn Thì Ung Phụng,Gia Lương Văn Bá Nguyễn Thì Ung Phụng
杜岳奉,Đỗ Nhạc Phụng,Đỗ Nhạc Phụng
阮伯佺奉,Nguyễn Bá Thuyên Phụng,Nguyễn Bá Thuyên Phụng
程志森奉,Trình Chí Sâm Phụng,Trình Chí Sâm Phụng
范暭嘉,Phạm Hạo Gia,Phạm Hạo Gia
鄧明謙,Đặng Minh Khiêm,Đặng Minh Khiêm
時申惟岳吳文綜,Thời Thân Duy Nhạc Ngô Văn Tống,Thời Thân Duy Nhạc Ngô Văn Tống
京北安富東岸加林,Kinh Bắc Yên Phú Đông Ngàn Gia Lâm,Kinh Bắc Yên Phú Đông Ngàn Gia Lâm
安富,Yên Phú,Yên Phú
朱植,Chu Thực,Chu Thực
吳柄金,Ngô Bính Kim,Ngô Bính Kim
鄭伯适,Trịnh Bá Quát,Trịnh Bá Quát
維岳文綜,Duy Nhạc Văn Tống,Duy Nhạc Văn Tống
初維岳,Sơ Duy Nhạc,Sơ Duy Nhạc
端慶,Đoan KHánh,Đoan KHánh
愍,Mẫn,Mẫn
維岳,Duy Nhạc,Duy Nhạc
維岳武寕,Duy Nhạc Vũ Ninh,Duy Nhạc Vũ Ninh
金甌,Kim Âu,Kim Âu
飛來,Phi Lai,Phi Lai
顯仁,Hiển Nhân,Hiển Nhân
盛美,Thịnh Mĩ,Thịnh Mĩ
阮泰華,Nguyễn Thái Hoa,Nguyễn Thái Hoa
泰華青林大育,Thái Hoa Thanh Lâm Đại Dục,Thái Hoa Thanh Lâm Đại Dục
命提,Mệnh Đề,Mệnh Đề
程志森,Trình Chí Sâm,Trình Chí Sâm
范暭,Phạm Hạo,Phạm Hạo
阮伯銓尚,Nguyễn Bá Thuyên Thượng,Nguyễn Bá Thuyên Thượng
阮時雍尚,Nguyễn Thì Ung Thượng,Nguyễn Thì Ung Thượng
黄義富陳保信武維周,Hoàng Nghĩa Phú Trần Bảo Tín Vũ Duy Chu,Hoàng Nghĩa Phú Trần Bảo Tín Vũ Duy Chu
裴𠃔恊,Bùi Doãn Hiệp,Bùi Doãn Hiệp
陳𠃔明,Trần Doãn Minh,Trần Doãn Minh
黎豊,Lê Phong,Lê Phong
范德贇,Phạm Đức Bân,Phạm Đức Bân
阮篤,Nguyễn Đốc,Nguyễn Đốc
廣南順化,Quảng Nam Thuận Hoá,Quảng Nam Thuận Hoá
以黎公澄,Dĩ Lê Công Trừng,Dĩ Lê Công Trừng
武瓊唐安,Vũ Quỳnh Đường An,Vũ Quỳnh Đường An
慕澤,Mộ Trạch,Mộ Trạch
鴻庞,Hồng Bàng,Hồng Bàng
外,Ngoại,Ngoại
太祖髙皇,Thái Tổ Cao Hoàng,Thái Tổ Cao Hoàng
莫登庸,Mạc Đăng Dung,Mạc Đăng Dung
武川,Vũ Xuyên,Vũ Xuyên
昔堯舜,Tich Nghieu Thuan,Tich Nghieu Thuan
五,Ngu,Ngu
湯武,Thang Vu,Thang Vu
八,Bat,Bat
太祖髙皇,Thai To Cao Hoang,Thai To Cao Hoang
太宗文皇,Thai Tong Van Hoang,Thai Tong Van Hoang
聖宗淳皇,Thanh Tong Thuan Hoang,Thanh Tong Thuan Hoang
大,DDai,DDai
至端慶,Chí Đoan Khánh,Chí Đoan Khánh
一吏,Nhất Lại,Nhất Lại
一鄕,Nhất Hương,Nhất Hương
一端慶,Nhất Đoan Khánh,Nhất Đoan Khánh
扶軫華陵,Phù Chẩn Hoa Lăng,Phù Chẩn Hoa Lăng
黄義富,Hoàng Nghĩa Phú,Hoàng Nghĩa Phú
加諒國,Gia Lượng Quốc,Gia Lượng Quốc
黎輔左,Lê Phụ Tả,Lê Phụ Tả
阮聞郎,Nguyễn Văn Lang,Nguyễn Văn Lang
輔,Phụ,Phụ
阮伯麟工,Nguyễn Bá Lân Công,Nguyễn Bá Lân Công
顯福,Hiển Phúc,Hiển Phúc
譚慎徽吏,Đàm Thận Huy Lại,Đàm Thận Huy Lại
黎賛襄工,Lê Tán Tương Công,Lê Tán Tương Công
不拨,Bất Bạt,Bất Bạt
光被,Quang Bị,Quang Bị
陳珣,Trần Tuân,Trần Tuân
珣,Tuân,Tuân
京城,Kinh Thành,Kinh Thành
黎挺之阮宗鷟阮履光,Lê Đĩnh Chi Nguyễn Tông Thốc Nguyễn Lí Quang,Lê Đĩnh Chi Nguyễn Tông Thốc Nguyễn Lí Quang
陳頊,Trần Húc,Trần Húc
美惠,Mĩ Huệ,Mĩ Huệ
時珣,Thời Tuân,Thời Tuân
慈廉縣,Từ Liêm Huyện,Từ Liêm Huyện
東鄂日昭,Đông Ngạc Nhật Chiêu,Đông Ngạc Nhật Chiêu
義國,Nghĩa Quốc,Nghĩa Quốc
小天光,Tiểu Thiên Quang,Tiểu Thiên Quang
黎文輝,Lê Văn Huy,Lê Văn Huy
海清河清,Hải Thanh Hà Thanh,Hải Thanh Hà Thanh
安嘉,An Gia,An Gia
寡悔,Quả Hối,Quả Hối
惟㦃,Duy Sản,Duy Sản
時惟㦃,Thời Duy Sản,Thời Duy Sản
瑞香果洞東鄂,Thuỵ Hương Quả Động Đông Ngạc,Thuỵ Hương Quả Động Đông Ngạc
原郡,Nguyên Quận,Nguyên Quận
斬胡把,Trảm Hồ Bả,Trảm Hồ Bả
延興,Diên Hưng,Diên Hưng
胡把,Hồ Bả,Hồ Bả
殺户,Sát Hộ,Sát Hộ
李文思,Lí Văn Tư,Lí Văn Tư
陳㫬,Trần Tuân,Trần Tuân
紅梅盛烈,Hồng Mai Thịnh Liệt,Hồng Mai Thịnh Liệt
文思,Văn Tư,Văn Tư
文郎鄭維岱,Văn Lang Trịnh Duy Đại,Văn Lang Trịnh Duy Đại
初陳珣,Sơ Trần Tuân,Sơ Trần Tuân
惟岳,Duy Nhạc,Duy Nhạc
命阮文郎,Mệnh Nguyễn Văn Lang,Mệnh Nguyễn Văn Lang
崇儒,Sùng Nho,Sùng Nho
杜如之,Đỗ Như Chi,Đỗ Như Chi
裴視,Bùi Thì,Bùi Thì
按杜岳,Án Đỗ Nhạc,Án Đỗ Nhạc
乙丑戊辰,Ất Sửu Mậu Thìn,Ất Sửu Mậu Thìn
杜,Đỗ,Đỗ
山西興化,Sơn Tây Hưng Hoá,Sơn Tây Hưng Hoá
阮嚴,Nguyễn Nghiêm,Nguyễn Nghiêm
加黎嵩少,Gia Lê Tung Thiếu,Gia Lê Tung Thiếu
󰦛,Đôn,Đôn
黎熙一,Lê Hi Nhất,Lê Hi Nhất
僖鄭興黎明澈,Hi Trịnh Hưng Lê Minh Triệt,Hi Trịnh Hưng Lê Minh Triệt
康,Khang,Khang
陳儀東,Trần Nghi Đông,Trần Nghi Đông
入乂安,Nhập Nghệ An,Nhập Nghệ An
儀翼,Nghi Dực,Nghi Dực
熙興,Hi Hưng,Hi Hưng
雷陽,Lôi Dương,Lôi Dương
杜岳賛,Đỗ Nhạc Tán,Đỗ Nhạc Tán
黎明撤,Lê Minh Triệt,Lê Minh Triệt
经,Kinh,Kinh
東津,Đông Tân,Đông Tân
鄭興,Trịnh Hưng,Trịnh Hưng
初錦江,Sơ Cẩm Giang,Sơ Cẩm Giang
明决,Minh Quyết,Minh Quyết
武如蘇即,Vũ Như Tô Tức,Vũ Như Tô Tức
都鴈,Đô Nhạn,Đô Nhạn
春義,Xuân Nghĩa,Xuân Nghĩa
義勳,Nghĩa Huân,Nghĩa Huân
湛若水副,Trạm Nhược Thuỷ Phó,Trạm Nhược Thuỷ Phó
潘希曾,Phan Hi Tăng,Phan Hi Tăng
希曾,Hi Tăng,Hi Tăng
若水,Nhược Thuỷ,Nhược Thuỷ
若水希曾,Nhược Thuỷ Hi Tăng,Nhược Thuỷ Hi Tăng
預,Dự,Dự
永,Vĩnh,Vĩnh
炎,Viêm,Viêm
勉,Miễn,Miễn
家,Gia,Gia
鳥,Điểu,Điểu
北臣,Bắc Thần,Bắc Thần
納,Nạp,Nạp
贈,Tặng,Tặng
聖朝,Thánh Triều,Thánh Triều
盛禮,Thịnh Lễ,Thịnh Lễ
餞,Tiễn,Tiễn
良富,Lương Phú,Lương Phú
薄,Bạc,Bạc
汪,Uông,Uông
筆,Bút,Bút
瘴,Chướng,Chướng
纔,Tài,Tài
加叚懋,Gia Giả Mậu,Gia Giả Mậu
莊翰,Trang Hàn,Trang Hàn
阮瑡即阮師,Nguyễn Sư Tức Nguyễn Sư,Nguyễn Sư Tức Nguyễn Sư
張孚説,Trương Phu Duyệt,Trương Phu Duyệt
光洽,Quang Hiệp,Quang Hiệp
阮惠,Nguyễn Huệ,Nguyễn Huệ
機舍,Cơ Xá,Cơ Xá
詳光,Tường Quang,Tường Quang
加杜岳光業,Gia Đỗ Nhạc Quang Nghiệp,Gia Đỗ Nhạc Quang Nghiệp
奉先,Phụng Tiên,Phụng Tiên
穆清,Mục Thanh,Mục Thanh
梁王銓宋王錠,Lương Vương Thuyên Tống Vương Đĩnh,Lương Vương Thuyên Tống Vương Đĩnh
宣祖皇帝,Tuyên Tổ Hoàng Đế,Tuyên Tổ Hoàng Đế
顯祖皇帝,Hiển Tổ Hoàng Đế,Hiển Tổ Hoàng Đế
太宗聖宗肅宗,Thái Tông Thánh Tông Túc Tông,Thái Tông Thánh Tông Túc Tông
仁宗憲宗德宗,Nhân Tông Hiến Tông Đức Tông,Nhân Tông Hiến Tông Đức Tông
顯祖,Hiển Tổ,Hiển Tổ
孝敬,Hiếu Kính,Hiếu Kính
昭孝大王郡哀王,Chiêu Hiếu Đại Vương Quận Ai Vương,Chiêu Hiếu Đại Vương Quận Ai Vương
忠勇王,Trung Dũng Vương,Trung Dũng Vương
彰德,Chương Đức,Chương Đức
孝大王郡哀王梁王唐王演王名鎬應王,Hiếu Đại Vương Quận Ai Vương Lương Vương Đường Vương Diễn Vương Danh Cảo Ứng Vương,Hiếu Đại Vương Quận Ai Vương Lương Vương Đường Vương Diễn Vương Danh Cảo Ứng Vương
銘肇王名,Minh Triệu Vương Danh,Minh Triệu Vương Danh
昭勳,Chiêu Huân,Chiêu Huân
忠勇王名恭石王宋王福王名錚廣王名鎸鎮王名�義王名,Trung Dũng Vương Danh Cung Thạch Vương Tống Vương Phúc Vương Danh Tranh Quảng Vương Danh Thuyên Trấn Vương Danh Kinh Nghĩa Vương Danh,Trung Dũng Vương Danh Cung Thạch Vương Tống Vương Phúc Vương Danh Tranh Quảng Vương Danh Thuyên Trấn Vương Danh Kinh Nghĩa Vương Danh
荆王名鋧,Kinh Vương Danh Kiến,Kinh Vương Danh Kiến
夏六,Hạ Lục,Hạ Lục
洪,Hồng,Hồng
安華,Yên Hoa,Yên Hoa
立洪順,Lập Hồng Thuận,Lập Hồng Thuận
新未,Tân Mùi,Tân Mùi
命工,Mệnh Công,Mệnh Công
阮伯麟,Nguyễn Bá Lân,Nguyễn Bá Lân
󰦛書伯黎嵩,Đôn Thư Bá Lê Tung,Đôn Thư Bá Lê Tung
吳寧,Ngô Ninh,Ngô Ninh
阮仲逵翰,Nguyễn Trọng Quỳ Hàn,Nguyễn Trọng Quỳ Hàn
封延,Phong Diên,Phong Diên
黎義昭,Lê Nghĩa Chiếu,Lê Nghĩa Chiếu
加阮侶,Gia Nguyễn Lữ,Gia Nguyễn Lữ
瓊巖候,Quỳnh Nham Hầu,Quỳnh Nham Hầu
謁西京,Yết Tây Kinh,Yết Tây Kinh
阮秉德秉德,Nguyễn Bỉnh Đức Bỉnh Đức,Nguyễn Bỉnh Đức Bỉnh Đức
界,Giới,Giới
寧止,Ninh Chỉ,Ninh Chỉ
寧󰘊廣德,Ninh Bang Quảng Đức,Ninh Bang Quảng Đức
命左,Mệnh Tả,Mệnh Tả
黎輔吏,Lê Phụ Lại,Lê Phụ Lại
譚慎徽工,Đàm Thận Huy Công,Đàm Thận Huy Công
黎賛襄少,Lê Tán Tương Thiếu,Lê Tán Tương Thiếu
阮伯佺户,Nguyễn Bá Thuyên Hộ,Nguyễn Bá Thuyên Hộ
謹禮,Cẩn Lễ,Cẩn Lễ
段懋少,Đoàn Mậu Thiếu,Đoàn Mậu Thiếu
黎嵩户,Lê Tung Hộ,Lê Tung Hộ
阮瑀,Nguyễn Vũ,Nguyễn Vũ
阮秉彜,Nguyễn Bỉnh Di,Nguyễn Bỉnh Di
阮德亮,Nguyễn Đức Lượng,Nguyễn Đức Lượng
天光,Thiên Quang,Thiên Quang
有永缺,Hữu Vĩnh Khuyết,Hữu Vĩnh Khuyết
󰘊,Bang,Bang
安樂,Yên Lạc,Yên Lạc
范智囊,Phạm Trí Nang,Phạm Trí Nang
興郡,Hưng Quận,Hưng Quận
阮貞,Nguyễn Trinh,Nguyễn Trinh
以陳崇𩓙,Dĩ Trần Sùng Dĩnh,Dĩ Trần Sùng Dĩnh
瑞郡,Thuỵ Quận,Thuỵ Quận
吳柄原郡,Ngô Bính Nguyên Quận,Ngô Bính Nguyên Quận
范謙柄賛,Phạm Khiêm Bính Tán,Phạm Khiêm Bính Tán
馮章,Phùng Chương,Phùng Chương
韶溪,Thiều Khê,Thiều Khê
吳恕,Ngô Thứ,Ngô Thứ
以工,Dĩ Công,Dĩ Công
黎賛襄,Lê Tán Tương,Lê Tán Tương
鄧欣黎訖,Đặng Hân Lê Hất,Đặng Hân Lê Hất
清華玉山,Thanh Hoa Ngọc Sơn,Thanh Hoa Ngọc Sơn
昭宗光紹,Chiêu Tông Quang Thiệu,Chiêu Tông Quang Thiệu
陳公寧,Trần Công Ninh,Trần Công Ninh
晦渡,Hối Độ,Hối Độ
北辰,Bắc Thần,Bắc Thần
御珥河,Ngự Nhị Hà,Ngự Nhị Hà
金皷千花,Kim Cổ Thiên Hoa,Kim Cổ Thiên Hoa
武如蘇,Vũ Như Tô,Vũ Như Tô
九重,Cửu Trùng,Cửu Trùng
純美,Thuần Mĩ,Thuần Mĩ
陳暠,Trần Cảo,Trần Cảo
潘乙即占,Phan Ất Tức Chiêm,Phan Ất Tức Chiêm
鄭惟岱,Trịnh Duy Đại,Trịnh Duy Đại
廷彦廷藝公藴廷寶段布,Đình Ngạn Đình Nghệ Công Uẩn Đình Bảo Đoàn Bố,Đình Ngạn Đình Nghệ Công Uẩn Đình Bảo Đoàn Bố
東潮瓊林,Đông Triều Quỳnh Lâm,Đông Triều Quỳnh Lâm
海陽水棠東潮,Hải Dương Thuỷ Đường Đông Triều,Hải Dương Thuỷ Đường Đông Triều
帝釋,Đế Thích,Đế Thích
天應,Thiên Ứng,Thiên Ứng
僊遊桂陽嘉林,Tiên Du Quế Dương Gia Lâm,Tiên Du Quế Dương Gia Lâm
祥壽,Tường Thọ,Tường Thọ
東岩,Đông Nham,Đông Nham
賴叔懋廣福,Lại Thúc Mậu Quảng Phúc,Lại Thúc Mậu Quảng Phúc
阮克讓明武,Nguyễn Khắc Nhượng Minh Vũ,Nguyễn Khắc Nhượng Minh Vũ
鄭洪,Trịnh Hồng,Trịnh Hồng
菩提臨賀,Bồ Đề Lâm Hạ,Bồ Đề Lâm Hạ
鄂山,Ngạc Sơn,Ngạc Sơn
馮鎮延興,Phùng Trấn Diên Hưng,Phùng Trấn Diên Hưng
鄭孔昭富祿,Trịnh Khổng Chiêu Phú Lộc,Trịnh Khổng Chiêu Phú Lộc
鄭萼,Trịnh Ngạc,Trịnh Ngạc
鎮孔昭,Trấn Khổng Chiêu,Trấn Khổng Chiêu
暠,Cảo,Cảo
萼,Ngạc,Ngạc
弘裕,Hoằng Dụ,Hoằng Dụ
黎廣度程志森,Lê Quảng Độ Trình Chí Sâm,Lê Quảng Độ Trình Chí Sâm
太極,Thái Cực,Thái Cực
碧溝,Bích Câu,Bích Câu
遇惟㦃,Ngộ Duy Sản,Ngộ Duy Sản
幸,Hạnh,Hạnh
謚󰦛節,Thuỵ Đôn Tiết,Thuỵ Đôn Tiết
靈隐王今,Linh Ẩn Vương Kim,Linh Ẩn Vương Kim
光孝,Quang Hiếu,Quang Hiếu
美舍,Mĩ Xá,Mĩ Xá
阮諱璹,Nguyễn Huý Đào,Nguyễn Huý Đào
文江,Văn Giang,Văn Giang
阮瑀慈廉天姥,Nguyễn Vũ Từ Liêm Thiên Mỗ,Nguyễn Vũ Từ Liêm Thiên Mỗ
保天,Bảo Thiên,Bảo Thiên
食,Thực,Thực
靈隱,Linh Ẩn,Linh Ẩn
光治武,Quang Trị Vũ,Quang Trị Vũ
馮邁,Phùng Mại,Phùng Mại
錦江,Cẩm Giang,Cẩm Giang
漴,Sùng,Sùng
椅,Y,Y
祥郡,Tường Quận,Tường Quận
馮穎,Phùng Dĩnh,Phùng Dĩnh
邁,Mại,Mại
光治時,Quang Trị Thời,Quang Trị Thời
時安和,Thời An Hoà,Thời An Hoà
如蘇,Như Tô,Như Tô
黎義昭,Lê Nghĩa Chiêu,Lê Nghĩa Chiêu
椅,Ỷ,Ỷ
惟㦃義昭,Duy Sản Nghĩa Chiêu,Duy Sản Nghĩa Chiêu
