cn,vi
大悲大悲救一批苦海畜生阿弥陀佛修福修慧造无量极乐世界欢喜如来。,"Đại từ đại bi, cứu một kiếp chúng sinh bể khổ, A Di Đà Phật;
Tu phúc tu tuệ, tạo vô số thế giới cực lạc, hoan hỷ Như Lai."
水清鱼读月亮山静鸟谈天。,"Nước trong cá đọc nguyệt;
Non tĩnh điểu đàm kinh."
一德传家思庆庆庆千金占卜住宅是来归的乡。,"Một đức truyền gia, mong phúc âm;
Ngàn vàng bói ở, chọn nhà bền."
安养处卓锡依此道传授法雨祥云随自在慈孝自开山得其门而入佛恩国泽共同圆融。,"Dựng am An Dưỡng làm nơi ở, dựa vào đó để mà truyền đạo, mưa pháp mây lành tụ tại với nhân duyên;
Xây chùa Từ Hiếu nhờ mộ núi, được nơi đó để vào cửa Phật, ơn nước ơn Phật đều trọn vẹn cả hai."
雍门桃李恩初屋绣阁笙簧调水调。,"Cửa cung đào mận, ơn vừa thấm.
Gác đẹp sinh hoàng, điệu mới hoà."
梅柳迎春万里东风开桃李椿树董含笑一家人的气味喜欢桑榆。,"Mai liệu đón xuân vạn dặm gió đông đùa đào mận;
Xoan huyên ngậm nụ cả nhà vui vẻ với dâu tầm."
金屋辉煌丰富五彩玉箫铿锵清彻三霄。,"Rực rỡ nhà vàng đầy năm vẻ
Nỉ non tiêu ngọc suốt ba đêm."
开拓河水开创基业四顾山河归于版籍登上高处远望群峰罗列如同儿孙。,"Mở lối xây nền, bốn mặt non sông về một mối;
Lên cao ngó khắp, núi đồi la liệt tựa cháu con."
恩爱夫妻情如青山不老幸福半个人心如碧水长流。,"Ân ái vợ chồng, tình tựa non xanh trẻ mãi
Hạnh phúc đôi lứa, ý như nước biếc chảy hoài."
安静而达到远方淡泊以清心。,"Nên tĩnh mà nghĩ xa;
Đạm bạc để thanh tâm."
喜爱敬重古梅就像秀士一样发挥春色有新诗。,"Yêu gốc mai già như tú sĩ;
Nâng cao xuân sắc mới đề thơ."
悟空请念寂对佛一灯寒。,"Ngộ chữ không, mọi niệm đều vắng;
Trước đức phật, một ngọn đèn cô."
数点桃花知晚年一香地饼报新春。,"Mấy đoá hoa đào hay tết đến;
Một làn bếp bánh báo xuân về."
斗柄东旋新气象新奎光西照更换文章。,"Chuôi Đẩu quay đông mùa khí mới;
Ánh Khuê tây chiếu đổi sắc xuân."
英风远播江天之外坤德长泽国之中。,"Anh linh như dòng sông dài tận ngoài trời;
Đức khôn (nữ) như đầm nước còn mãi trong nước."
皇帝居住在南方的山河十个儿子芬芳永垂不朽；佛祖西天的道教万年永远瞻仰永远不绝。,"Vua ở nước Nam, núi sông bao la, con cháu muôn đời thơm ngát
Phật tổ Tây thiên, đạo giáo vạn năm chiêm ngưỡng mãi đến vô cùng"
读书山有路勤于行径学海无涯苦于作舟。,"Núi sách có đường, chăm đọn lối;
Biển học không bờ, gắng làm thuyền."
培养百花只有春天的露水才能滋养万物这是春风。,"Tưới tẩm trăm hoa, chỉ sương sớm;
Nảy sinh muôn vật, ấy gió xuân."
道就像路一样只要走到它的门就能进入圣人就是天了不可亲临而升。,"Đạo như đường ấy được cửa thì nhập;
Thánh tức trời vậy không thể leo mãi lên."
巍巍山岳振兴文明的笔法安定国家的坚固培养墨气风气。,"Nguy nga chấn khởi văn minh bút;
An quốc kiên bồi hãn mặc phong."
香江北面御领山南边千万世慈风传寺古代景兴以前永盛以后数百年梵宇雄壮于今。,"Hương Giang phía Bắc, Núi Ngự phía Nam, ngàn vạn đời gió từ từ bi lồng cổ tự;
Cảnh Hưng thời trước Vĩnh Thịnh về sau mấy trăm năm phạm vũ vẫn còn tráng lệ."
龙兴记载功绩华山石虎看望雄威东海风。,"Đá Hoa Lư rồng lên ghi dấu tích;
Gió Bố Hải hổ ngắm vẫn oai linh."
云汉桥成牛女渡春台箫引凤凰飞。,"Xây cầu Vân hán mừng Ngưu, Nữ
Tiếng sáo đài Xuân dẫn Phượng, Hoàng."
万家欢呼笑语四海庆贺新春。,"Muôn nhà vui cười nói;
Bốn biển chúc xuân về."
世间有水都归海天下没有山就不是云。,"Sông khắp thế gian đều về biển;
Núi trong thiên hạ đọng ấy mưa."
神通法运仙中佛圣德尊为帝者师。,"Phật trong tiên, thần thông vận phép;
Thầy ấy vua, tôn bậc thảnh hiền."
美丽的月光照耀酒杯心中不会夜晚春天的云彩润泽万物雨露的滋润含有情感。,"Trăng sáng ly đâu, đêm chẳng hết;
Mây xuân cảnh đẹp, tình trong mưa."
灵光威震水畔祥瑞之气绕村围。,"Ánh sáng thiêng soi bên nước;
Khí lành vây quanh thôn."
梦耽诗句久侵晓步步史苑长未归。,"Say mộng thơ ca lâu chẳng dậy;
Bước thần vườn sử mãi chưa về."
伯擅有英才腾凤阁仲辉彩笔画兰眉。,"Nhờ có tài năng gần cửa phượng.
Mượn cây bút tốt vẽ mày loan."
天将神仙罕患除灾威严莫比圣师教导人民建立功业德行难以估量。,"Thiên tướng thần tiên, cứu nạn trừ tai uy khó tả;
Thánh sư tổ nghề, dạy dân lập nghiệp đức khôn lường."
菩提树长千年树荫优花开春天开花。,"Bồ đề đại thụ nghìn năm bóng;
Ưu bát khai hoa bốn vụ xuân."
他为人和气春天无限处事公平俸禄自然。,"Tính tình hòa nhã, xuân vui vô hạn;
Xử sự công bằng lộc hưởng tự nhiên."
希望培养人生培养自己的心情写作文章温和清净的品性得到竹林兰花。,"Nuôi dưỡng nhân sinh thỏa tình bút mực;
Ấm trong phẩm tính hưởng thú trúc lan."
这就是这样啊逸客高人的诗一边读一边读一边读一边读一边读一边耕地一边耕地在青城之外怎么能有仙风道骨月为朋友花为朋友性情在奇山秀水之间。,"Thật vậy sao, ẩn khách, cao nhân, đọc thơ, cày ruộng, di dưỡng chốn ngoại thành đồng ruộng;
Giả mà được, tiên phong, đạo cốt, trăng thân, hoa bạn, an nhàn nơi nước biếc non xanh."
几案清净窗户明朗春风满座喝的香菜美味客人如云。,"Ghế sạch phòng sang, gió xuân đầy khắp;
Cơm thơm thức ngọt, khách sộp như mây."
宝婺星辉歌四秩桃献瑞祝千秋。,"Chòm bảo vu hát mừng bốn chục.
Hội bàn đào kiến quả ngàn năm."
一次勤劳天下就没有什么难事百般残忍家中就会有太和之气。,"Một cần thiên hạ không việc khó;
Trăm nhẫn trong nhà có thuận hoà."
花迎接朝霞千苞花开莺迷惑春风百转鸣。,"Hoa đón ráng chiếu nghìn nụ nở;
Oanh điểu gió xuân trăm giọng ca."
贞洁如翠竹明亮如雪静静如苍松洁净如龙。,"Trinh như trúc biếc mình về tuyết;
Tĩnh tựa tùng xanh uốn giống rồng."
春天到了自然都有颜色时而来没有地不开花。,"Xuân đến khắp nơi đều thêm sắc;
Mùa về mọi chốn lại nở hoa."
桃李树在门前君子树上芝兰；芝兰进入室内善人居住。,"Cây đào mận trồng cửa quân tử;
Hương chi lan vào nhà người lành."
同心最亲白发青灯昨夜梦尚陪连夜谈论名山约定共同前往叹息天目雁荡此身又同肩游。,"Một bụng thân nhau, nhớ khi tóc bạc đèn xanh, năm trước vẫn còn đêm chuyện vãn.
Non cao ước hẹn, đáng tiếc lưng trời cánh nhạn, thân này đâu được sánh vai chơi."
严延年得到厚福几代享有长安。,"Năm lại năm vun trồng phúc hậu;
Đời truyền đời hưởng thụ bình an."
鹤楼一去室余余此地江山花哀再回耸立中天栋字。,"Lầu hạc một lần bay, môn thất trống trơ non sông đó;
Thương hoa còn để lại, đống lương sừng sững đất trời đây."
空门举足权宜开启事相良方有根愿皈依道理进入圆融觉地。,"Cửa không cất bước tạm coi, sự tướng phương hay;
Sẵn có quy căn vào chốn, phong quang đất giác."
庭院之下繁荣茂盛的桂蕙堂堂之中芬芳的芝兰。,"Dưới sân rộng xum xuê quế huệ;
Trong nhà cao sực nức chi lan."
今朝喜欢占卜亲仁里将来再开书锦堂。,"Sáng nay mừng gặp người thân nơi xóm tốt;
Ngày khác lại xem sách quý chốn cẩm đường."
没有西来的船哪里知道宝筏慈航为万家佛了得中无悔方知迦园称统是三界神。,"Chẳng có thuyền Tây đến, đâu hay Bảo phiệt Từ hàng là vạn nhà Phật;
Hiểu được kệ Nam mô, mới biết Kỳ viên Thứu lĩnh ấy ba giới Thần."
羽毛车马公卿大臣瞻望祝祝衣冠保护正尊。,"Xe ngựa cờ quạt, đều đã thấy;
Áo mũ ưa nhìn, đáng để khen."
蓝桥步上云程月光红叶诗裁绣阁春。,"Cầu lam bước nguyệt thẳng đường mây.
Lá đỏ gác xuân đề thơ đẹp."
文章千古事风雨十年人。,"Chuyện ngàn đời văn chương;
Người mười năm mưa gió."
浩浩之气充满乾坤已经很久了古今至圣精诚忠诚贯穿日月伟大啊宇宙大雄。,"Khi hào nhiên đầy rẫy càn khôn, trường cửu vậy cổ kim chí thánh;
Lòng tinh trung quán thông nhật nguyệt, vĩ đại thay vũ trụ đại hùng."
生化丰姿山如画画好生心事石如碑。,"Sinh hoá phong tư non như vẽ;
Hiếu sinh tâm sự đã còn bia."
青山有约定常常围护着玄鹤没有心思任何去来。,"Non xanh có hẹn thường vây bọc;
Hạc huyền vô ý vẫn đi về."
东阿世系光辉青青清泉洗香泽泽绵延。,"Đông A sử chép đều các hệ;
Ơn thắm nhà thờ hây còn thơm."
笔架出现在池中喝醉了大海诗歌的花朵墨洒在书林。,"Bút giá nghiện ao lời tựa bể;
Thơ hoa mực vũ sách như rừng."
女儿聪慧男子才华原来是对你的恩情我的爱情总是互相保持。,"Gái giỏi trai tài nom thật đối
Em ân anh ái có tương liên."
海屋筹添春半百琼池桃熟每年三千。,"Nửa thế kỷ xuân thêm nhà biển.
Ba ngàn năm đào chín ao Quỳnh."
若实若虚竹影扫去阶尘不动是空是色月亮穿过海底水无边。,"Như thực như hư, bóng trúc quét thềm không động bụi;
Ấy không ấy sắc, trăng soi đáy biển chẳng rung rinh."
三千年的月份春天常在七十岁的丰收这是古代所稀少的。,"Ba ngàn năm tháng xuân thường trú.
Bảy chục còn tươi cổ vốn hi."
天增岁月人增寿春满乾坤福满门。,"Trời thêm năm tháng người thêm thọ;
Xuân khắp đất trời phúc mọi nhà."
山青水绿景色美丽草开花香牛羊肥壮。,"Non xanh nước biếc, cảnh sắc đẹp;
Cỏ tốt hoa thơm, bò dê nhiều."
西竺有一部经传说：南天生圣度于民间。,"Tây Trúc có kinh truyền đạo Phật;
Trời Nam sinh thánh độ nhân gian."
同心同德美满夫妇克俭克勤幸福于鸳鸯。,"Cùng lòng, cùng đức, vợ chồng mỹ mãn
Biết cần, biết kiệm hạnh phúc uyên ương."
天尊地立纲常柱气正流动形成道义根本。,"Trời cao đất dựng cương thường vững;
Chính khí lưu hành đạo nghĩa sâu."
枝叶救助荣华培植根本厚实波流不尽饮黄河的思绪。,"Cành này phó tươi bồi gốc hậu,
Sông xuôi bất tận uống nhớ nguồn"
积善洪留永灿经财厚禄发长兴。,"Tích thiện, mãi lưu truyền phúc lớn;
Kinh tài, luôn phấn phát lộc đầy."
竹子密密不妨碍流水过河山高难道会妨碍白云飞飞。,"Trúc kín khôn ngăn dòng nước chảy;
Núi cao há chắn áng mây bay."
人的福运喜欢同天运发财源正与利源相通。,"Mừng vận người cùng vận trời phát;
Đúng nguồn của với nguồn lợi thông."
早知天下无双只有人间第一春。,"Sớm hay thiên hạ vô song sỹ.
Mình chiếm nhân gian đệ nhất xuân."
春风柳絮双飞燕子夜雨青灯万卷书。,"Gió xuân bông liễu bay đôi yến
Mưa tối đèn xanh vạn quyển hay."
太阳凝聚在秋水中余香满室春风散发出异香。,"Một khoảng hồ thu lắm khí trong;
Đầy nhà gió xuân toả hương lạ."
万众同心协力共同献策百花齐放共争太平。,"Quần chúng một lòng chung hiến kế:
Trăm hoa đua nở góp thêm xuân."
买酒船来了江上也醉了卖花人走了路还香。,"Thuyền đem rượu đến, sông say khướt;
Người bán hoa qua, ngõ ngát hương."
良日良时良偶好男好女好缘。,"Ngày tốt, giờ tốt, tốt đôi
Trai đẹp, gái đẹp, đẹp duyên."
连理枝头有凤羽合欢筵上有芹杯。,"Gắn bó đầu cành tung cánh phượng.
Chung vui trên tiệc rót ly cần."
一庭花影三更月十里松阴百道泉泉。,"Một sân hoa ảnh nửa đêm trăng;
Mười dặm bóng tùng trăm nẻo suối."
不是色不是空真正的妙相不生不灭大慈尊。,"Chẳng sắc chẳng không đúng diệu tướng;
Không sinh không diệt thực dòng từ."
户内土旺人从旺堂中神安宅自安。,"Trong cửa thổ vượng, con người cũng vượng;
Giữa nhà thần an, đất ở tự an."
尺宿腾辉百年半度天星灿烂光彩五福一齐到来。,"Chòm Vụ sáng ngời, trăm tròn có nửa.
Trời sao rạng vẻ, năm phúc bày hàng."
有的作品崇尚修养兼有萧何的德行不忘后世共尊亲。,"Nên thọ đức ông cha đã dựng;
Đạo tôn thân con cháu đừng quên."
柏树翠翠松树苍苍含歌五福椿树荣茂共祝百年。,"Bách biếc, tùng xanh ngợi ca năm phúc.
Xuân tươi, huyên rậm, cùng chúc trăm tròn."
祥瑞绕绕重门增添百福春回甲第集千祥。,"Tết đến nhiều nhà thêm trăm phúc;
Xuân về đầu cửa được nghìn may."
古迹地灵祥云应现今来静放显示寺灵。,"Dấu cổ đất thiêng, mây lành ứng;
Đến nay hiển hiện, rõ chùa thiêng."
清心入世身体多洁净和气迎人心意自然甜。,"Vào đời sáng tỏ tâm trong trắng;
Bạn bè vui vẻ ý ngọt ngào."
圆满善缘听钟声而实在有殊觉悟永远留下胜迹夸耀碑文而金璧增辉。,"Duyên lành đầy đủ nghe tiếng chuông mà nhìn ra ngọc báu
Thắng tích mãi truyền, nhìn văn bia để thêm sáng tường vàng"
江山聚集秀美归还新宅奎璧联辉映照画堂。,"Giang sơn tụ khí về tân trạch,
Khuê bích liên màu ánh họa đường."
苦莲一同来到都出现了公主从来就列在御座。,"Bố Tát đến đây đều xuất hiện;
Công chúa xưa nay liệt ngự ban."
月亮应合花朝烛花献彩时逢燕子来玉燕终吉祥。,"Trăng soi hoa sớm, rực rỡ đuốc hoa.
Gặp lúc yến về, điềm lành yến ngọc."
世上本来没有先觉的证明人贵在有自知的明智。,"Đời vốn không kinh nghiệm có trước;
Người quý hay tự biết cho rành."
恭俭温良宜家受福仁爱深厚长寿保年。,"Cung kiệm ôn hoà nên nhà được phúc
Nhân ái trung hậu tuổi thọ bình yên."
歌声流动湘水永远长江三千里的峡谷梦绕巫山十二座山峰。,"Ba ngàn khe dòng Tương luôn chảy
Mười hai ngọn vu sơn mộng quanh."
